ENTRY;GENERATION;INCHICODE;INCHIKEY;SMILES;FORMULA
56;0;FFQKYPRQEYGKAF;FFQKYPRQEYGKAF-UHFFFAOYSA-N;NC(=O)OP(=O)(O)O;CH4NO5P
56;0;MYMOFIZGZYHOMD;MYMOFIZGZYHOMD-UHFFFAOYSA-N;O=O;O2
56;0;XLYOFNOQVPJJNP;XLYOFNOQVPJJNP-UHFFFAOYSA-N;O;H2O
57;0;XMBWDFGMSWQBCA;XMBWDFGMSWQBCA-UHFFFAOYSA-N;[I-];HI
58;0;NGIQKHSUJGWVQU;NGIQKHSUJGWVQU-UHFFFAOYSA-N;COC(=O)C1Cc2c([nH]c3ccccc23)C(c2ccc3c(c2)OCO3)N1C(=O)CO;C22H20N2O6
59;1;BAWFJGJZGIEFAR;BAWFJGJZGIEFAR-UHFFFAOYSA-O;NC(=O)C1=CC=C[N+](C2OC(COP(=O)(O)OP(=O)(O)OCC3OC(N4C=NC5=C(N)N=CN=C54)C(O)C3O)C(O)C2O)=C1;
60;1;HABKAKCVCQSSLB;HABKAKCVCQSSLB-UHFFFAOYSA-N;[H]OC([H])(OC)C1Cc2c([nH]c3ccccc23)C(c2ccc3c(c2)OCO3)N1C(=O)CO;
61;1;GTOLXBDBXZRCKU;GTOLXBDBXZRCKU-UHFFFAOYSA-N;[H]OC([H])(CO)N1C(C(=O)OC)Cc2c([nH]c3ccccc23)C1c1ccc2c(c1)OCO2;
62;1;BAWFJGJZGIEFAR;BAWFJGJZGIEFAR-UHFFFAOYSA-O;NC(=O)C1=C[N+](C2OC(COP(=O)(O)OP(=O)(O)OCC3OC(N4C=NC5=C(N)N=CN=C54)C(O)C3O)C(O)C2O)=CC=C1;
63;1;YMRGYZOIJUFBEQ;YMRGYZOIJUFBEQ-UHFFFAOYSA-N;[H]C1C=C[N+](C2OC(COP(=O)(O)OP(=O)(O)OCC3OC(n4cnc5c(N)ncnc54)C(O)C3O)C(O)C2O)C=C1C(N)=O;
64;1;OLTNKHRECIAOBT;OLTNKHRECIAOBT-UHFFFAOYSA-N;COC(=O)C1Cc2c([nH]c3ccccc23)C(c2ccc3c(c2)OCO3)N1C(=O)C=O;
65;1;UFHFLCQGNIYNRP;UFHFLCQGNIYNRP-UHFFFAOYSA-N;[HH];
66;1;XJLXINKUBYWONI;XJLXINKUBYWONI-UHFFFAOYSA-O;NC(=O)C1=CC=C[N+](C2OC(COP(=O)(O)OP(=O)(O)OCC3OC(N4C=NC5=C(N)N=CN=C54)C(OP(=O)(O)O)C3O)C(O)C2O)=C1;
67;1;WYWYKIVXFAKXGD;WYWYKIVXFAKXGD-UHFFFAOYSA-N;[H]OC(=O)C1(C([H])(O[H])OC)Cc2c([nH]c3ccccc23)C(c2ccc3c(c2)OCO3)N1C(=O)CO;
68;1;LNGGGNKAMOMKBX;LNGGGNKAMOMKBX-UHFFFAOYSA-N;[H]OC(=O)C(O)C([H])(O[H])N1C(C(=O)OC)Cc2c([nH]c3ccccc23)C1c1ccc2c(c1)OCO2;
69;1;XJLXINKUBYWONI;XJLXINKUBYWONI-UHFFFAOYSA-O;NC(=O)C1=C[N+](C2OC(COP(=O)(O)OP(=O)(O)OCC3OC(N4C=NC5=C(N)N=CN=C54)C(OP(=O)(O)O)C3O)C(O)C2O)=CC=C1;
70;1;XIJZTBSBBQORLA;XIJZTBSBBQORLA-UHFFFAOYSA-N;[H]C1C=C[N+](C2OC(COP(=O)(O)OP(=O)(O)OCC3OC(n4cnc5c(N)ncnc54)C(OP(=O)(O)O)C3O)C(O)C2O)C=C1C(N)=O;
71;1;GVOJWVQQZIVWQC;GVOJWVQQZIVWQC-UHFFFAOYSA-N;[H]OC(=O)C(O)C(=O)N1C(C(=O)OC)Cc2c([nH]c3ccccc23)C1c1ccc2c(c1)OCO2;
72;1;XLYOFNOQVPJJNP;XLYOFNOQVPJJNP-UHFFFAOYSA-N;[H]O[H];
73;1;JPWWXXXPVSYMAU;JPWWXXXPVSYMAU-UHFFFAOYSA-N;[H]C(OC)=C1Cc2c([nH]c3ccccc23)C(c2ccc3c(c2)OCO3)N1C(=O)CO;
74;1;YPGRHMJPXZUAMT;YPGRHMJPXZUAMT-UHFFFAOYSA-N;[H]C(=CO)N1C(C(=O)OC)Cc2c([nH]c3ccccc23)C1c1ccc2c(c1)OCO2;
75;1;JFZFCKDQNHCVHO;JFZFCKDQNHCVHO-UHFFFAOYSA-N;[H]C12NC3=C(CC(C(=O)OC)N(C(=O)CO)C3c3ccc4c(c3)OCO4)C1=CC=CC2=O;
76;1;QGXORISIMSASPC;QGXORISIMSASPC-UHFFFAOYSA-N;[H]C1C=c2[nH]c3c(c2=CC1=O)CC(C(=O)OC)N(C(=O)CO)C3c1ccc2c(c1)OCO2;
77;1;LCXVCBXSZLRCED;LCXVCBXSZLRCED-UHFFFAOYSA-N;[H]C1C=c2c3c([nH]c2=CC1=O)C(c1ccc2c(c1)OCO2)N(C(=O)CO)C(C(=O)OC)C3;
78;1;VFWWZPZNYPSFAD;VFWWZPZNYPSFAD-UHFFFAOYSA-N;[H]C12C(=O)C=CC=C1NC1=C2CC(C(=O)OC)N(C(=O)CO)C1c1ccc2c(c1)OCO2;
79;1;IBQKBOWQZMZQQK;IBQKBOWQZMZQQK-UHFFFAOYSA-N;[H]C1(C2c3[nH]c4ccccc4c3CC(C(=O)OC)N2C(=O)CO)C=C2OCOC2=CC1=O;
80;1;ZWFLHJFRWJIDCF;ZWFLHJFRWJIDCF-UHFFFAOYSA-N;[H]C12OCOC1=CC(C1c3[nH]c4ccccc4c3CC(C(=O)OC)N1C(=O)CO)=CC2=O;
81;1;XNMICBYQNSMFEO;XNMICBYQNSMFEO-UHFFFAOYSA-N;[H]C12OCOC1=CC=C(C1c3[nH]c4ccccc4c3CC(C(=O)OC)N1C(=O)CO)C2=O;
82;1;UMKSJBNRHFTCNV;UMKSJBNRHFTCNV-UHFFFAOYSA-N;[H]C1C(=O)C=Cc2c1[nH]c1c2CC(C(=O)OC)N(C(=O)CO)C1c1ccc2c(c1)OCO2;
83;1;IVYVWHDLOLHIIQ;IVYVWHDLOLHIIQ-UHFFFAOYSA-N;[H]C1C=Cc2c([nH]c3c2CC(C(=O)OC)N(C(=O)CO)C3c2ccc3c(c2)OCO3)C1=O;
84;1;XFUXPFSQZNMLDN;XFUXPFSQZNMLDN-UHFFFAOYSA-N;[H]C1C=Cc2[nH]c3c(c2C1=O)CC(C(=O)OC)N(C(=O)CO)C3c1ccc2c(c1)OCO2;
85;1;MFLRNCZIGUFSFP;MFLRNCZIGUFSFP-UHFFFAOYSA-N;[H]C1C(=O)C=Cc2[nH]c3c(c21)CC(C(=O)OC)N(C(=O)CO)C3c1ccc2c(c1)OCO2;
86;1;ZERXPFJKKYEKCJ;ZERXPFJKKYEKCJ-UHFFFAOYSA-N;[H]C1(C2c3[nH]c4ccccc4c3CC(C(=O)OC)N2C(=O)CO)C=CC2=C(OCO2)C1=O;
87;1;YSZWSASTFLOFGY;YSZWSASTFLOFGY-UHFFFAOYSA-N;[H]C1C(=O)C2=C(C=C1C1c3[nH]c4ccccc4c3CC(C(=O)OC)N1C(=O)CO)OCO2;
88;1;UZIRNBCOBJZLOL;UZIRNBCOBJZLOL-UHFFFAOYSA-N;[H]C1C(=O)C(C2c3[nH]c4ccccc4c3CC(C(=O)OC)N2C(=O)CO)=CC2=C1OCO2;
89;1;MHAJPDPJQMAIIY;MHAJPDPJQMAIIY-UHFFFAOYSA-N;[H]OO[H];
90;1;XLYOFNOQVPJJNP;XLYOFNOQVPJJNP-UHFFFAOYSA-N;[H]O;
91;1;VNWKTOKETHGBQD;VNWKTOKETHGBQD-UHFFFAOYSA-N;[H]C;
92;1;NXKQTPCNGOWPRX;NXKQTPCNGOWPRX-UHFFFAOYSA-N;[H]OC(=O)C1Cc2c([nH]c3ccccc23)C(c2ccc3c(c2)OCO3)N1C(=O)CO;
93;1;OKKJLVBELUTLKV;OKKJLVBELUTLKV-UHFFFAOYSA-N;[H]OC;
94;1;UNNYJLAHKOSYSA;UNNYJLAHKOSYSA-UHFFFAOYSA-N;[H]C(=O)C1Cc2c([nH]c3ccccc23)C(c2ccc3c(c2)OCO3)N1C(=O)CO;
95;1;TZIHFWKZFHZASV;TZIHFWKZFHZASV-UHFFFAOYSA-N;[H]C(=O)OC;
96;1;QLZZDFRGHKCMHL;QLZZDFRGHKCMHL-UHFFFAOYSA-N;[H]C1Cc2c([nH]c3ccccc23)C(c2ccc3c(c2)OCO3)N1C(=O)CO;
97;1;PPRBRSHJHWRWRW;PPRBRSHJHWRWRW-UHFFFAOYSA-N;[H]C(C(=O)OC)N(C(=O)CO)C(c1ccc2c(c1)OCO2)c1cc2ccccc2[nH]1;
98;1;NJAFDQGNGVQMDU;NJAFDQGNGVQMDU-UHFFFAOYSA-N;[H]Cc1c(C(NC(=O)CO)c2ccc3c(c2)OCO3)[nH]c2ccccc12;
99;1;ADMFVJNMZFLYHG;ADMFVJNMZFLYHG-UHFFFAOYSA-N;[H]C(Cc1c(Cc2ccc3c(c2)OCO3)[nH]c2ccccc12)C(=O)OC;
100;1;NJAFDQGNGVQMDU;NJAFDQGNGVQMDU-UHFFFAOYSA-N;[H]N(C(=O)CO)C(c1ccc2c(c1)OCO2)c1[nH]c2ccccc2c1C;
101;1;DEFZUNYYNVOWJB;DEFZUNYYNVOWJB-UHFFFAOYSA-N;[H]CC(C(=O)OC)N(C(=O)CO)C(CNc1ccccc1)c1ccc2c(c1)OCO2;
102;1;PPRBRSHJHWRWRW;PPRBRSHJHWRWRW-UHFFFAOYSA-N;[H]c1c(C(c2ccc3c(c2)OCO3)N(CC(=O)OC)C(=O)CO)[nH]c2ccccc12;
103;1;VSCNXZQUSSTZFQ;VSCNXZQUSSTZFQ-UHFFFAOYSA-N;[H]C1=C(NC=CC=CC)C(c2ccc3c(c2)OCO3)N(C(=O)CO)C(C(=O)OC)C1;
104;1;DEFZUNYYNVOWJB;DEFZUNYYNVOWJB-UHFFFAOYSA-N;[H]c1ccccc1NCC(c1ccc2c(c1)OCO2)N(C(=O)CO)C(C)C(=O)OC;
105;1;AVVQCJHXWPKJHK;AVVQCJHXWPKJHK-UHFFFAOYSA-N;[H]C1=C(c2ccccc2)CC(C(=O)OC)N(C(=O)CO)C1c1ccc2c(c1)OCO2;
106;1;LRAHZTKQYCEIER;LRAHZTKQYCEIER-UHFFFAOYSA-N;[H]Nc1ccccc1CCC(C(=O)OC)N(Cc1ccc2c(c1)OCO2)C(=O)CO;
107;1;DSWRHMBEBMROEO;DSWRHMBEBMROEO-UHFFFAOYSA-N;[H]c1[nH]c2ccccc2c1CC(NC(=O)CO)C(=O)OC;
108;1;LRAHZTKQYCEIER;LRAHZTKQYCEIER-UHFFFAOYSA-N;[H]C(c1ccc2c(c1)OCO2)N(C(=O)CO)C(CCc1ccccc1N)C(=O)OC;
109;1;KNTHVZMWXTZSRF;KNTHVZMWXTZSRF-UHFFFAOYSA-N;[H]NC1=C(C=CC=CC)CC(C(=O)OC)N(C(=O)CO)C1c1ccc2c(c1)OCO2;
110;1;AVVQCJHXWPKJHK;AVVQCJHXWPKJHK-UHFFFAOYSA-N;[H]c1ccccc1C1=CC(c2ccc3c(c2)OCO3)N(C(=O)CO)C(C(=O)OC)C1;
111;1;VSCNXZQUSSTZFQ;VSCNXZQUSSTZFQ-UHFFFAOYSA-N;[H]C(=CC=CC)NC1=CCC(C(=O)OC)N(C(=O)CO)C1c1ccc2c(c1)OCO2;
112;1;KNTHVZMWXTZSRF;KNTHVZMWXTZSRF-UHFFFAOYSA-N;[H]C(=CC=CC)C1=C(N)C(c2ccc3c(c2)OCO3)N(C(=O)CO)C(C(=O)OC)C1;
113;1;MOHVPMZIMFQCDV;MOHVPMZIMFQCDV-UHFFFAOYSA-N;[H]C=c1[nH]c2c(c1=CC)CC(C(=O)OC)N(C(=O)CO)C2c1ccc2c(c1)OCO2;
114;1;CEXYIYMVKMHQPS;CEXYIYMVKMHQPS-UHFFFAOYSA-N;[H]C=CC=C1CNC2=C1CC(C(=O)OC)N(C(=O)CO)C2c1ccc2c(c1)OCO2;
115;1;QHUXADORJIVOMX;QHUXADORJIVOMX-UHFFFAOYSA-N;[H]C=CC=C1CC2=C(N1)C(c1ccc3c(c1)OCO3)N(C(=O)CO)C(C(=O)OC)C2;
116;1;CRXNBZXTJUZRBN;CRXNBZXTJUZRBN-UHFFFAOYSA-N;[H]C=c1c2c([nH]c1=CC)C(c1ccc3c(c1)OCO3)N(C(=O)CO)C(C(=O)OC)C2;
117;1;DMDBOFDKWIHTLF;DMDBOFDKWIHTLF-UHFFFAOYSA-N;[H]C1c2[nH]c3ccccc3c2CC(C(=O)OC)N1C(=O)CO;
118;1;FTNJQNQLEGKTGD;FTNJQNQLEGKTGD-UHFFFAOYSA-N;[H]c1ccc2c(c1)OCO2;
119;1;ADMFVJNMZFLYHG;ADMFVJNMZFLYHG-UHFFFAOYSA-N;[H]C(c1ccc2c(c1)OCO2)c1[nH]c2ccccc2c1CCC(=O)OC;
120;1;DSWRHMBEBMROEO;DSWRHMBEBMROEO-UHFFFAOYSA-N;[H]N(C(=O)CO)C(Cc1c[nH]c2ccccc12)C(=O)OC;
121;1;NONUIURJKXXZPT;NONUIURJKXXZPT-UHFFFAOYSA-N;[H]C(=CC=C1COCO1)C1c2[nH]c3ccccc3c2CC(C(=O)OC)N1C(=O)CO;
122;1;GFOOUMBAOGHSLU;GFOOUMBAOGHSLU-UHFFFAOYSA-N;[H]C=C1OCOC1=CC;
123;1;AKJRHRCAOOBPNH;AKJRHRCAOOBPNH-UHFFFAOYSA-N;[H]C=C(C=C1COCO1)C1c2[nH]c3ccccc3c2CC(C(=O)OC)N1C(=O)CO;
124;1;VTVVBLNKROQFHU;VTVVBLNKROQFHU-UHFFFAOYSA-N;[H]C=C1OCOC1=CCC1c2[nH]c3ccccc3c2CC(C(=O)OC)N1C(=O)CO;
125;1;WMVRGWHQRBWHTG;WMVRGWHQRBWHTG-UHFFFAOYSA-N;[H]C(=CC=C(C)C1c2[nH]c3ccccc3c2CC(C(=O)OC)N1C(=O)CO)OCO;
126;1;VINXQBZEQKKPGT;VINXQBZEQKKPGT-UHFFFAOYSA-N;[H]C(=CC(=CC)C1c2[nH]c3ccccc3c2CC(C(=O)OC)N1C(=O)CO)OCO;
127;1;CFVCBFVMRNKZSH;CFVCBFVMRNKZSH-UHFFFAOYSA-N;[H]c1ccc(C2c3[nH]c4ccccc4c3CC(C(=O)OC)N2C(=O)CO)cc1OC;
128;1;VINXQBZEQKKPGT;VINXQBZEQKKPGT-UHFFFAOYSA-N;[H]OCOC=CC(=CC)C1c2[nH]c3ccccc3c2CC(C(=O)OC)N1C(=O)CO;
129;1;NQYIVQTYNCPCCG;NQYIVQTYNCPCCG-UHFFFAOYSA-N;[H]c1cc(C2c3[nH]c4ccccc4c3CC(C(=O)OC)N2C(=O)CO)ccc1OC;
130;1;WMVRGWHQRBWHTG;WMVRGWHQRBWHTG-UHFFFAOYSA-N;[H]OCOC=CC=C(C)C1c2[nH]c3ccccc3c2CC(C(=O)OC)N1C(=O)CO;
131;1;UIOKAOAWEUIQBV;UIOKAOAWEUIQBV-UHFFFAOYSA-N;[H]Oc1cc(C2c3[nH]c4ccccc4c3CC(C(=O)OC)N2C(=O)CO)ccc1O;
132;1;NQYIVQTYNCPCCG;NQYIVQTYNCPCCG-UHFFFAOYSA-N;[H]COc1ccc(C2c3[nH]c4ccccc4c3CC(C(=O)OC)N2C(=O)CO)cc1;
133;1;CFVCBFVMRNKZSH;CFVCBFVMRNKZSH-UHFFFAOYSA-N;[H]COc1cccc(C2c3[nH]c4ccccc4c3CC(C(=O)OC)N2C(=O)CO)c1;
134;1;UIOKAOAWEUIQBV;UIOKAOAWEUIQBV-UHFFFAOYSA-N;[H]Oc1ccc(C2c3[nH]c4ccccc4c3CC(C(=O)OC)N2C(=O)CO)cc1O;
135;1;LIPVUDSNGRJSQE;LIPVUDSNGRJSQE-UHFFFAOYSA-N;[H]N1C(C(=O)OC)Cc2c([nH]c3ccccc23)C1c1ccc2c(c1)OCO2;
136;1;WGCNASOHLSPBMP;WGCNASOHLSPBMP-UHFFFAOYSA-N;[H]C(=O)CO;
137;1;NJLJTKJJRDNTCV;NJLJTKJJRDNTCV-UHFFFAOYSA-N;[H]C(=O)N1C(C(=O)OC)Cc2c([nH]c3ccccc23)C1c1ccc2c(c1)OCO2;
138;1;OKKJLVBELUTLKV;OKKJLVBELUTLKV-UHFFFAOYSA-N;[H]CO;
