R_PR_UID	R_PR_STOICH
2787739859	1 1467867640 + 1 1467867543 + 1 1467865888 <=> 2 1467879801 + 1 1468348512 + 1 165081896
2787741551	1 1467867640 + 1 1467866192 + 1 1467865888 <=> 2 1467879801 + 1 1467887158 + 1 165081896
2787794747	1 1467867640 + 1 1467866095 + 1 1467865888 <=> 1 1467871778 + 2 1467879801 + 1 165081896
2787873499	1 154184114 + 1 1467867640 <=> 1 1467866192 + 1 165081896
2788043909	1 126729689 + 1 1467867640 + 1 1467865888 <=> 2 1467879801 + 1 95451811 + 1 165081896
2788068024	1 1467867640 + 1 1467866749 + 1 1467865888 <=> 1 1467875744 + 2 1467879801 + 1 165081896
2788126528	1 147569967 + 1 1467867640 <=> 1 1467881564 + 1 165081896
2788195738	1 165015868 + 1 1467867640 <=> 1 1467871989 + 1 165081896
2788227252	1 195348108 + 1 1467867640 <=> 1 1467866177 + 1 165081896
2788289930	1 1467870954 + 1 1467867640 + 1 1467865888 <=> 2 1467879801 + 1 165081896 + 1 183182899
2788987666	1 662247379 + 1 1467867640 <=> 1 6330087 + 1 165081896
2789368721	1 632894380 + 1 1467867640 <=> 1 147569967 + 1 165081896
2789491897	1 128840482 + 1 1467867640 <=> 1 1467866980 + 1 165081896
2789533449	1 659952 + 1 1467867640 <=> 1 1467867498 + 1 165081896
2787739886	1 1467867640 + 1 1467867543 + 1 1467865888 <=> 2 1467879801 + 1 1468348512 + 1 670483424
2787741578	1 1467867640 + 1 1467866192 + 1 1467865888 <=> 2 1467879801 + 1 1467887158 + 1 670483424
2787794774	1 1467867640 + 1 1467866095 + 1 1467865888 <=> 1 1467871778 + 2 1467879801 + 1 670483424
2787873517	1 154184114 + 1 1467867640 <=> 1 1467866192 + 1 670483424
2788043940	1 126729689 + 1 1467867640 + 1 1467865888 <=> 2 1467879801 + 1 95451811 + 1 670483424
2788068051	1 1467867640 + 1 1467866749 + 1 1467865888 <=> 1 1467875744 + 2 1467879801 + 1 670483424
2788126576	1 147569967 + 1 1467867640 <=> 1 1467881564 + 1 670483424
2788195763	1 165015868 + 1 1467867640 <=> 1 1467871989 + 1 670483424
2788227276	1 195348108 + 1 1467867640 <=> 1 1467866177 + 1 670483424
2788289957	1 1467870954 + 1 1467867640 + 1 1467865888 <=> 2 1467879801 + 1 183182899 + 1 670483424
2788987690	1 662247379 + 1 1467867640 <=> 1 6330087 + 1 670483424
2789368745	1 632894380 + 1 1467867640 <=> 1 147569967 + 1 670483424
2787812066	2 51124213 <=> 1 1467867640 + 1 532002576
2788601533	1 225270795 + 1 1467867640 <=> 1 1467868061 + 1 51124213
2789028607	1 424092744 + 1 1467867640 <=> 1 1467869044 + 1 51124213
2789260731	1 915323387 + 1 1467867640 <=> 1 51124213 + 1 263584
2789373611	1 533364278 + 1 1467867640 <=> 1 1467866617 + 1 51124213
2787812275	1 110380645 + 1 1467866289 <=> 1 1467867640 + 1 126563548
2788128840	1 532002576 + 1 1467867640 <=> 1 51124213 + 1 110380645
2789373635	1 533364278 + 1 1467867640 <=> 1 1467866617 + 1 110380645
2795201292	1 169018771 + 1 1467867640 <=> 1 1467865967 + 1 110380645
2787812473	1 126563548 + 1 1467879801 <=> 1 1467866289 + 1 1467867640
2788128865	1 532002576 + 1 1467866289 <=> 1 51124213 + 1 126563548
2788129597	1 523575329 + 1 1467866289 <=> 1 1468167515 + 1 126563548
2789373683	1 533364278 + 1 1467866289 <=> 1 1467866617 + 1 126563548
2795330030	1 629076506 + 1 1467866289 <=> 1 1467867702 + 1 126563548
2813781402	1 126563548 + 1 1468014334 <=> 1 1467866289 + 1 1467867640
2787730464	1 522480811 + 1 1467879874 <=> 1 1467879801 + 1 383458935
2787730895	1 1467892552 + 1 1467879874 <=> 1 1467879801 + 1 1469301411
2809126585	1 1467892552 + 1 1467879874 <=> 1 1468014334 + 1 1469301411
2787731799	1 1467881564 + 1 1467866289 <=> 1 1467879801 + 1 180585324
2792926212	1 180585324 + 1 1467866565 <=> 1 1467881564 + 1 45987930
2808591225	1 180585324 + 1 1468014334 <=> 1 1467866289 + 1 1467881564
2812782091	1 1467896342 + 1 1467881564 <=> 1 1467866885 + 1 180585324
2808801382	1 1467879874 + 1 1467872398 <=> 1 1468014334 + 1 1897213
2787732100	1 1469394486 <=> 1 1467879801 + 1 1468155503
2807525790	1 1469394486 <=> 1 1468014334 + 1 1468155503
2787732532	1 1467872398 + 1 1467866289 <=> 1 1467879801 + 1 3394884
2787822765	2 3394884 <=> 1 1467872398 + 1 180069986
2793253181	1 3394884 + 1 1467866565 <=> 1 1467872398 + 1 45987930
2796690629	1 76809307 + 1 1467872398 <=> 1 3394884 + 1 119846009
2796740993	1 160606516 + 1 1467872398 <=> 1 3394884 + 1 703517
2812990740	1 1467896342 + 1 1467872398 <=> 1 1467866885 + 1 3394884
2795386137	1 383281312 + 1 1467872398 <=> 1 1467891611 + 1 284036273
2796380799	1 189305238 + 1 1467872398 <=> 1 1467871989 + 1 284036273
2796396036	1 187292779 + 1 1467872398 <=> 1 1467883226 + 1 284036273
2796461593	1 640313941 + 1 1467872398 <=> 1 1467866388 + 1 284036273
2796486258	1 532002576 + 1 1467872398 <=> 1 9881305 + 1 51124213
2796526900	1 637967454 + 1 1467872398 <=> 1 1467866980 + 1 9881305
2787733207	1 1468155503 + 1 1467879801 <=> 1 2647715379
2809465446	1 1468155503 + 1 1468014334 <=> 1 2647715379
2787737979	1 1467866388 + 1 1467866289 <=> 1 1467879801 + 1 638090201
2812428001	1 1467866388 + 1 1467866289 <=> 1 1468014334 + 1 638090201
2787862006	1 653706236 + 1 1467879801 <=> 1 1467865652 + 1 1467867543
2787740488	1 646726228 <=> 1 638484273
2787742218	1 534591167 + 2 1469442031 + 1 1467865610 <=> 1 1467879801 + 1 2628646255
2812430765	1 534591167 + 2 1469442031 + 1 1467865610 <=> 1 1468014334 + 1 2628646255
2787743536	1 779672310 + 1 1467865888 <=> 1 1467865610 + 1 1467902381
2787743608	1 779672310 + 2 1467879801 <=> 1 1467865888 + 1 1467902381
2808611841	1 779672310 + 1 1467873714 <=> 1 1467865610 + 1 1467902381
2808611858	1 779672310 + 2 1468014334 <=> 1 1467873714 + 1 1467902381
2787744214	1 1467888318 <=> 1 1467879801 + 1 188983175
2808612396	1 188983175 + 1 1468014334 <=> 1 1467888318
2808836258	1 60316387 <=> 1 1467879874 + 1 1467907896
2806627558	1 52695654 <=> 1 1468014334 + 1 152136331
2806627627	1 52695654 <=> 1 1468014334 + 1 180362872
2787899336	1 147442071 <=> 1 1467879801 + 1 107609989
2787899374	1 147442071 <=> 1 1467879801 + 1 181384044
2787748397	1 407769236 <=> 1 107609989
2787903099	1 346649386 + 1 1467867640 <=> 1 1467865812 + 1 1096292542
2787995860	1 283961194 + 1 1467865812 <=> 1 1467866080 + 1 346649386
2789545497	1 185529167 + 1 1467865812 <=> 1 1467866617 + 1 346649386
2787903518	1 164552947 + 1 1467867640 <=> 1 1467866289 + 1 1096292542
2787903608	1 164552947 + 1 1467879801 <=> 1 1467866289 + 1 1467868029
2787995882	1 283961194 + 1 1467866289 <=> 1 1467866080 + 1 164552947
2789545519	1 185529167 + 1 1467866289 <=> 1 1467866617 + 1 164552947
2812541687	1 164552947 + 1 1468014334 <=> 1 1467866289 + 1 1467868029
2787995926	1 283961194 + 1 1467867640 <=> 1 1467866080 + 1 1096292542
2789358561	1 3750834 + 1 1467867640 <=> 1 1467867498 + 1 1096292542
2789545563	1 185529167 + 1 1467867640 <=> 1 1467866617 + 1 1096292542
2787751871	1 60316387 + 2 1469442031 + 1 1467865610 <=> 1 1467879801 + 1 52163683
2810475802	1 52163683 + 1 1468014334 <=> 1 1467865610 + 2 1469442031 + 1 60316387
2787752093	1 60316387 <=> 1 1467879801 + 1 171574493
2810494571	1 60316387 <=> 1 1468014334 + 1 171574493
2787752171	1 60316387 <=> 1 120933692
2787752524	1 151751318 <=> 1 176441879
2787754199	1 293648740 + 1 1467865888 <=> 1 1467865610 + 1 193808821
2787754353	1 293648740 + 2 1467879801 <=> 1 1467865888 + 1 193808821
2808216750	1 193808821 + 1 1467865610 <=> 1 1467873714 + 1 293648740
2808216816	1 193808821 + 1 1467873714 <=> 2 1468014334 + 1 293648740
2787756381	1 157973697 + 1 1467865888 <=> 1 1467865610 + 1 157442955
2787756520	1 157973697 + 2 1467879801 <=> 1 1467865888 + 1 157442955
2812442411	1 157973697 + 1 1467873714 <=> 1 1467865610 + 1 157442955
2812442499	1 157973697 + 2 1468014334 <=> 1 1467873714 + 1 157442955
2787756583	1 157973697 + 2 1469442031 + 1 1467865610 <=> 1 1467879801 + 1 344500975
2812442698	1 157973697 + 2 1469442031 + 1 1467865610 <=> 1 1468014334 + 1 344500975
2787756611	1 157973697 + 2 1469442031 + 1 1467865610 <=> 1 1467879801 + 1 277471893
2812442718	1 157973697 + 2 1469442031 + 1 1467865610 <=> 1 1468014334 + 1 277471893
2812442781	1 157973697 + 1 1468014334 <=> 1 632028689
2787759906	1 1467869559 + 1 1467865888 <=> 1 1467865610 + 1 1467879801 + 1 1102620528
2807462792	1 1102620528 + 1 1468014334 + 1 1467865610 <=> 1 1467869559 + 1 1467873714
2815113720	1 3425607 + 1 1467865610 <=> 1 1467872398 + 1 694605
2787765523	1 1468163537 + 1 1467866289 <=> 1 1467879801 + 1 293648751
2812448473	1 1468163537 + 1 1467866289 <=> 1 1468014334 + 1 293648751
2787770758	1 5345506 <=> 1 101279730
2787771118	1 1467916182 + 1 1467866289 <=> 1 1467879801 + 1 119846009
2787989120	2 119846009 <=> 1 1467916182 + 1 76809307
2812439688	1 1467916182 + 1 1467866289 <=> 1 1468014334 + 1 119846009
2812794643	1 1467916182 + 1 1467896342 <=> 1 1467866885 + 1 119846009
2788004500	1 347547244 + 1 1467865812 <=> 1 1467866388 + 1 346903694
2788958987	1 349831331 + 1 1467865812 <=> 1 1467866388 + 1 346903694
2788959298	1 380096146 + 1 1467865812 <=> 1 1467895798 + 1 346903694
2789015013	1 639870781 + 1 1467865812 <=> 1 346903694 + 1 349831331
2789015045	1 639870781 + 1 1467865812 <=> 1 346903694 + 1 347547244
2793170002	1 1157688502 + 1 1467865812 <=> 1 1467865687 + 1 346903694
2788004452	1 347547244 + 1 1467866289 <=> 1 1467866388 + 1 380592959
2788959032	1 349831331 + 1 1467866289 <=> 1 1467866388 + 1 380592959
2788959322	1 380096146 + 1 1467866289 <=> 1 1467895798 + 1 380592959
2788959539	1 1168580195 + 1 1467866289 <=> 1 1468167515 + 1 380592959
2788960174	1 345188784 + 1 1467866289 <=> 1 1467880404 + 1 380592959
2789015085	1 639870781 + 1 1467866289 <=> 1 349831331 + 1 380592959
2789015110	1 639870781 + 1 1467866289 <=> 1 347547244 + 1 380592959
2789928599	1 380169175 + 1 1467866289 <=> 1 380592959 + 1 2361519
2793170029	1 1157688502 + 1 1467866289 <=> 1 1467865687 + 1 380592959
2814102025	1 685579 + 1 1467866289 <=> 1 1467871246 + 1 380592959
2788004476	1 347547244 + 1 1467867640 <=> 1 1467866388 + 1 348185166
2788959080	1 349831331 + 1 1467867640 <=> 1 1467866388 + 1 348185166
2788959370	1 380096146 + 1 1467867640 <=> 1 1467895798 + 1 348185166
2789015175	1 639870781 + 1 1467867640 <=> 1 348185166 + 1 349831331
2789015199	1 639870781 + 1 1467867640 <=> 1 347547244 + 1 348185166
2796580516	1 1157688502 + 1 1467867640 <=> 1 1467865687 + 1 348185166
2787772469	1 98897360 + 1 1467865888 <=> 1 1467865610 + 1 283961194
2787772519	1 98897360 + 2 1467879801 <=> 1 1467865888 + 1 283961194
2812452147	1 98897360 + 1 1467873714 <=> 1 1467865610 + 1 283961194
2812452189	1 98897360 + 2 1468014334 <=> 1 1467873714 + 1 283961194
2787772721	1 98897360 <=> 1 1467865667 + 1 197166293
2787774885	1 1467870991 + 2 1469442031 + 1 1467865610 <=> 1 1467879801 + 1 638090201
2809025728	1 1467870991 + 2 1469442031 + 1 1467865610 <=> 1 1468014334 + 1 638090201
2787775367	1 1467874654 + 1 1467865812 <=> 1 1467879801 + 1 197166293
2812453503	1 1467874654 + 1 1467865812 <=> 1 1468014334 + 1 197166293
2787777008	1 126563187 <=> 1 1467879801 + 1 194077374
2812454451	1 126563187 <=> 1 1468014334 + 1 194077374
2787777028	1 126563187 <=> 1 1467879801 + 1 106552605
2806627139	1 106552605 + 1 1468014334 <=> 1 126563187
2812413793	1 1467865812 <=> 1 1467874744 + 1 1468014334
2787777745	1 636987713 <=> 1 1467868075 + 1 1467871468
2787777812	1 1168968566 + 1 1467865610 <=> 1 1467865888 + 1 124007314
2787777836	1 1168968566 + 1 1467865888 <=> 2 1467879801 + 1 124007314
2812454832	1 1168968566 + 1 1467865610 <=> 1 1467873714 + 1 124007314
2812454852	1 1168968566 + 1 1467873714 <=> 2 1468014334 + 1 124007314
2787778426	1 147649481 + 1 1467865888 <=> 1 60533728 + 1 2903019
2812455800	1 147649481 + 1 1467873714 <=> 1 60533728 + 1 2903019
2787778749	1 168734109 <=> 1 671620245
2787779283	1 344622658 <=> 1 1467879801 + 1 191988592
2787779302	1 344622658 <=> 1 1467879801 + 1 779204543
2812456465	1 344622658 <=> 1 1468014334 + 1 191988592
2812456480	1 344622658 <=> 1 1468014334 + 1 779204543
2787780011	1 5462594 + 1 1467879801 <=> 1 170442327
2807497347	1 5462594 + 1 1468014334 <=> 1 170442327
2787781710	1 1468170940 + 2 1469442031 + 1 1467865610 <=> 1 1467879801 + 1 120020541
2807517459	1 1468170940 + 2 1469442031 + 1 1467865610 <=> 1 1468014334 + 1 120020541
2789871548	1 171412111 + 1 1467879874 <=> 1 232349070
2787783194	1 1467879874 + 1 1467867945 <=> 1 146925671
2787783899	1 111114694 + 2 1469442031 + 1 1467865610 <=> 1 1467879801 + 1 278989958
2813740436	1 111114694 + 2 1469442031 + 1 1467865610 <=> 1 1468014334 + 1 278989958
2787785278	1 649383447 + 1 1467879801 <=> 1 1155722936
2808241608	1 649383447 + 1 1468014334 <=> 1 1155722936
2787785302	1 649383447 <=> 1 126729689
2787785681	1 409201874 <=> 1 345799934
2810576378	1 687659 <=> 1 1468014334 + 1 127584008
2787786199	1 639995012 <=> 1 629228237
2787786518	1 193808821 + 1 1467865888 <=> 1 1467865610 + 1 107609989
2787786620	1 193808821 + 2 1467879801 <=> 1 1467865888 + 1 107609989
2808207350	1 107609989 + 1 1467865610 <=> 1 1467873714 + 1 193808821
2808207429	1 107609989 + 1 1467873714 <=> 2 1468014334 + 1 193808821
2787786637	1 193808821 + 2 1469442031 + 1 1467865610 <=> 1 1467879801 + 1 345799934
2808216835	1 193808821 + 2 1469442031 + 1 1467865610 <=> 1 1468014334 + 1 345799934
2787786754	1 193808821 + 1 1467866289 <=> 1 1467879801 + 1 283991653
2812458786	1 193808821 + 1 1467866289 <=> 1 1468014334 + 1 283991653
2787786920	1 193808821 <=> 1 128842674
2787960309	1 46448507 + 1 1467879874 <=> 1 184374408
2787787476	1 124290822 + 1 1467879874 <=> 1 52695654
2787790104	1 52305904 + 1 1467879801 <=> 1 1467865610 + 2 1469442031 + 1 2625177
2807060239	1 2625177 + 2 1469442031 + 1 1467865610 <=> 1 1468014334 + 1 52305904
2789669392	1 1115382034 + 1 1467879801 <=> 1 1467865652 + 1 2155193
2787790425	1 1467869079 + 1 1467866289 <=> 1 1467879801 + 1 1468814437
2812450446	1 1467869079 + 1 1467866289 <=> 1 1468014334 + 1 1468814437
2788073663	1 1156924936 + 1 1467879801 <=> 1 1467865652 + 1 1468348464
2792753984	1 1469416065 + 1 1468348464 <=> 1 1467883142 + 1 1156924936
2787795355	1 1468348464 <=> 1 1467867754 + 1 1467879801
2807060973	1 1468014334 + 1 1467867754 <=> 1 1468348464
2812464072	1 1467893423 + 1 1467873714 <=> 1 1467865610 + 1 1468014334 + 1 180460556
2788083340	1 2646411878 + 1 1467879801 <=> 1 1467865652 + 1 1467882096
2787799326	1 5460762 + 1 1467879874 <=> 1 126563187
2787799617	1 29758512 + 1 1467865610 <=> 1 1467865888 + 1 1102620528
2787799639	1 29758512 + 1 1467865888 <=> 2 1467879801 + 1 1102620528
2807462843	1 1102620528 + 1 1467873714 <=> 1 1467865610 + 1 29758512
2807462860	1 1102620528 + 2 1468014334 <=> 1 1467873714 + 1 29758512
2788089116	1 384400007 + 1 1467867640 <=> 1 1467866289 + 1 1096292553
2788089363	1 638926327 + 1 1467867640 <=> 1 1467865812 + 1 1096292553
2789286735	1 641059951 + 1 1467867640 <=> 1 1467868986 + 1 1096292553
2795329769	1 1096292553 + 1 1467872398 <=> 1 1467867640 + 1 204118342
2788089140	1 384400007 + 1 1467867640 <=> 1 1467866289 + 1 629076506
2788089387	1 638926327 + 1 1467867640 <=> 1 1467865812 + 1 629076506
2789286759	1 641059951 + 1 1467867640 <=> 1 1467868986 + 1 629076506
2795330306	1 629076506 + 1 1467872398 <=> 1 1467867640 + 1 204118342
2788089187	1 384400007 + 1 1467879801 <=> 1 1467866289 + 1 1467867702
2789285156	1 191717901 + 1 1467866289 <=> 1 1468167515 + 1 384400007
2789286659	1 641059951 + 1 1467866289 <=> 1 1467868986 + 1 384400007
2792724757	1 660368 + 1 1467866289 <=> 1 1467867313 + 1 384400007
2812475308	1 384400007 + 1 1468014334 <=> 1 1467866289 + 1 1467867702
2789285895	1 154069327 + 1 1467865812 <=> 1 1467868029 + 1 638926327
2789286807	1 641059951 + 1 1467865812 <=> 1 1467868986 + 1 638926327
2808627020	1 1467887730 + 1 1467879874 <=> 1 1467875507 + 1 1468014334
2792751525	1 1469416065 + 1 1467887730 <=> 1 1467883142 + 1 630681276
2808916250	1 172676488 + 1 1468014334 <=> 1 396979092
2787805748	1 128293804 <=> 1 1118416005
2787805996	1 128293804 + 1 1467879801 <=> 1 147362163
2812471929	1 128293804 + 1 1468014334 <=> 1 147362163
2787806740	1 164643533 + 1 1467879801 <=> 1 1467865967 + 1 1467866080
2808211994	1 164643533 + 1 1468014334 <=> 1 1467865967 + 1 1467866080
2812472453	1 109495216 + 1 1467873714 <=> 1 1467865610 + 1 1468014334 + 1 147362163
2787808003	1 347143598 + 2 1469442031 + 1 1467865610 <=> 1 1467879801 + 1 168726144
2812477472	1 347143598 + 2 1469442031 + 1 1467865610 <=> 1 1468014334 + 1 168726144
2812477553	1 347143598 <=> 1 1468014334 + 1 185688890
2787808195	1 347143598 + 1 1467879801 <=> 1 637609899
2812477570	1 347143598 + 1 1468014334 <=> 1 637609899
2787808284	1 177868302 + 1 1467879801 <=> 1 637609899
2812477627	1 177868302 + 1 1468014334 <=> 1 637609899
2787808722	1 383197859 + 1 1467865888 <=> 1 1467865610 + 1 1467879801 + 1 383213448
2787809065	1 383197859 + 1 1467879874 <=> 2 1467879801 + 1 630342302
2812473173	1 383213448 + 1 1468014334 + 1 1467865610 <=> 1 1467873714 + 1 383197859
2812473492	1 383197859 + 1 1467879874 <=> 2 1468014334 + 1 630342302
2787809114	1 496099903 + 1 1467865888 <=> 1 1467865610 + 1 1096292542
2787809171	1 496099903 + 2 1467879801 <=> 1 1467865888 + 1 1096292542
2813735295	1 496099903 + 1 1467873714 <=> 1 1467865610 + 1 1096292542
2813735340	1 496099903 + 2 1468014334 <=> 1 1467873714 + 1 1096292542
2788035563	1 3727005 + 1 1467865888 + 1 1467865812 <=> 2 1467879801 + 1 1467887158 + 1 496099903
2800694558	1 9421205 + 1 1467865888 + 1 1467865812 <=> 1 1467871778 + 2 1467879801 + 1 496099903
2813438841	1 3727005 + 1 1467873714 + 1 1467865812 <=> 1 1467887158 + 2 1468014334 + 1 496099903
2813735422	1 496099903 + 1 1468014334 <=> 1 1467865812 + 1 171009207
2787809332	1 496099903 <=> 1 1467865667 + 1 29118203
2787809355	1 383213448 + 1 1467865888 <=> 1 1467865610 + 1 164552947
2787809435	1 383213448 + 2 1467879801 <=> 1 1467865888 + 1 164552947
2812473137	1 383213448 + 1 1467873714 <=> 1 1467865610 + 1 164552947
2812473224	1 383213448 + 2 1468014334 <=> 1 1467873714 + 1 164552947
2787809377	1 383213448 + 1 1467865888 <=> 1 1467865610 + 1 151349271
2787809452	1 383213448 + 2 1467879801 <=> 1 1467865888 + 1 151349271
2812473155	1 383213448 + 1 1467873714 <=> 1 1467865610 + 1 151349271
2788121802	1 345938109 + 1 1467879874 <=> 1 1467879801 + 1 629400073
2787809591	1 383213448 + 1 1467879874 <=> 1 629400073
2812667988	1 345938109 + 1 1467879874 <=> 1 1468014334 + 1 629400073
2787809614	1 337020305 + 1 1467865888 <=> 1 1467865610 + 1 346649386
2787809693	1 337020305 + 2 1467879801 <=> 1 1467865888 + 1 346649386
2812472985	1 337020305 + 1 1467873714 <=> 1 1467865610 + 1 346649386
2787809636	1 337020305 + 1 1467865888 <=> 1 1467865610 + 1 628114404
2787809710	1 337020305 + 2 1467879801 <=> 1 1467865888 + 1 628114404
2812473003	1 337020305 + 1 1467873714 <=> 1 1467865610 + 1 628114404
2787809814	1 186334640 + 1 1467865888 <=> 1 1467865610 + 1 99129922
2787809871	1 186334640 + 2 1467879801 <=> 1 1467865888 + 1 99129922
2812473529	1 186334640 + 1 1467873714 <=> 1 1467865610 + 1 99129922
2812473574	1 186334640 + 2 1468014334 <=> 1 1467873714 + 1 99129922
2787904173	1 99129922 + 1 1467879874 <=> 1 1467879801 + 1 630136731
2812542501	1 99129922 + 1 1467879874 <=> 1 1468014334 + 1 630136731
2787810074	1 186334640 <=> 1 646727949
2787810096	1 168726144 + 1 1467865888 <=> 1 1467865610 + 1 637609899
2787810135	1 168726144 + 2 1467879801 <=> 1 1467865888 + 1 637609899
2812477748	1 168726144 + 1 1467873714 <=> 1 1467865610 + 1 637609899
2812477783	1 168726144 + 2 1468014334 <=> 1 1467873714 + 1 637609899
2787810366	1 168726144 <=> 1 1467865888 + 1 185688890
2812477898	1 168726144 <=> 1 1467873714 + 1 185688890
2787810389	1 168726144 + 1 1467879801 <=> 1 638553475
2788119473	1 640845314 + 1 1467879801 <=> 1 638553475
2812477917	1 168726144 + 1 1468014334 <=> 1 638553475
2788122108	1 629400073 + 1 1467879801 <=> 1 1467866289 + 1 1467866388
2812668121	1 629400073 + 1 1468014334 <=> 1 1467866289 + 1 1467866388
2787810628	1 116452243 <=> 1 1467866414 + 1 166605299
2787810813	1 165236853 + 1 1467879801 + 1 1467865610 <=> 1 1467865888 + 1 1468168056
2812476321	1 165236853 + 1 1468014334 + 1 1467865610 <=> 1 1467873714 + 1 1468168056
2787812361	1 126563548 + 1 1467865888 <=> 1 1467865610 + 1 523575329
2787812411	1 126563548 + 2 1467879801 <=> 1 1467865888 + 1 523575329
2813781299	1 126563548 + 1 1467873714 <=> 1 1467865610 + 1 523575329
2787812383	1 126563548 + 1 1467879801 + 1 1467865610 <=> 1 1467865888 + 1 670483424
2813781317	1 126563548 + 1 1468014334 + 1 1467865610 <=> 1 1467873714 + 1 670483424
2787812495	1 126563548 + 1 1467879874 <=> 1 1467879801 + 1 662699452
2812990648	1 662699452 + 1 1468014334 <=> 1 1467879874 + 1 126563548
2787814416	1 1469301411 + 1 1467867640 <=> 1 1467865652 + 1 187901129
2788129011	1 187901129 + 1 1467866289 <=> 1 1467867640 + 1 662699452
2788129058	1 187901129 + 1 1467879801 <=> 1 1467867640 + 1 1467872398
2789373210	1 39852557 + 1 1467867640 <=> 1 1468155503 + 1 187901129
2789373380	1 13406958 + 1 1467867640 <=> 1 1467867498 + 1 187901129
2795362573	1 8647719 + 1 1467867640 <=> 1 1467866980 + 1 187901129
2815051644	1 187901129 + 1 1468014334 <=> 1 1467867640 + 1 1467872398
2787814441	1 1469301411 + 1 1467866289 <=> 1 1467865652 + 1 662699452
2788129784	1 662699452 + 1 1467879801 <=> 1 1467866289 + 1 1467872398
2793252499	1 169100335 + 1 1467866289 <=> 1 1467865967 + 1 662699452
2793252808	1 8647719 + 1 1467866289 <=> 1 1467866980 + 1 662699452
2793253745	1 345775989 + 1 1467866289 <=> 1 1467866388 + 1 662699452
2812990630	1 662699452 + 1 1468014334 <=> 1 1467866289 + 1 1467872398
2787812896	1 187995468 + 1 1467879801 <=> 1 165175441
2788130180	1 165175441 <=> 1 1467879801 + 1 793851603
2812479195	1 187995468 + 1 1468014334 <=> 1 165175441
2806614649	1 1467879874 + 1 1467865967 <=> 1 1468014334 + 1 2904448
2789775586	1 125220879 + 1 1467865812 <=> 1 123749975 + 1 348277775
2789788088	1 180539589 + 1 1467865812 <=> 1 1467868986 + 1 348277775
2789788793	1 633563130 + 1 1467865812 <=> 1 1467874744 + 1 348277775
2789789204	1 359515943 + 1 1467865812 <=> 1 1467866388 + 1 348277775
2794968591	1 384392 + 1 1467865812 <=> 1 1468018124 + 1 348277775
2796739185	1 384392 + 1 1467867640 <=> 1 1468018124 + 1 169018771
2787813233	1 652782274 <=> 1 1467865667 + 1 183085061
2792920462	1 635724596 + 1 1467866565 <=> 1 1467866507 + 1 285779269
2787813601	1 2464976 + 1 1467879801 <=> 1 154846704
2810350202	1 2464976 + 1 1468014334 <=> 1 154846704
2787814050	1 4289559 + 1 1467879874 <=> 1 1467879801 + 1 670307465
2787814518	1 1469301411 + 1 1467879801 <=> 1 1467865652 + 1 1467872398
2787815916	1 2939564 <=> 1 1467865888 + 1 1467882380
2808762841	1 2939564 <=> 1 1467873714 + 1 1467882380
2810393590	1 2939564 <=> 1 1468014334 + 1 122175038
2787818069	1 180585324 + 1 1467865888 <=> 1 1467871468 + 1 2903019
2812489084	1 180585324 + 1 1467873714 <=> 1 1467871468 + 1 2903019
2787818890	1 292802 + 1 1467867640 <=> 1 1467879801 + 1 180069986
2815170096	1 180069986 + 1 1468014334 <=> 1 1467867640 + 1 292802
2788125805	1 154912011 + 1 1467865888 <=> 1 1467866289 + 1 187187929
2788125828	1 154912011 + 1 1467879801 <=> 1 1467866289 + 1 1467881564
2788959987	1 378808064 + 1 1467866289 <=> 1 1467866080 + 1 154912011
2789369330	1 180389260 + 1 1467866289 <=> 1 147569967 + 1 154912011
2789410576	1 731525 + 1 1467866289 <=> 1 1467868075 + 1 154912011
2789541447	1 345417921 + 1 1467866289 <=> 1 1467871989 + 1 154912011
2789959580	1 188292845 + 1 1467866289 <=> 1 154912011 + 1 345417921
2812673014	1 154912011 + 1 1467873714 <=> 1 1467866289 + 1 187187929
2812673033	1 154912011 + 1 1468014334 <=> 1 1467866289 + 1 1467881564
2788284600	1 147033363 + 1 1467867640 + 1 1467865888 <=> 2 1467879801 + 1 351278824 + 1 359757881
2788959887	1 378808064 + 1 1467867640 <=> 1 1467866080 + 1 351278824
2789369355	1 180389260 + 1 1467867640 <=> 1 147569967 + 1 351278824
2789410532	1 731525 + 1 1467867640 <=> 1 1467868075 + 1 351278824
2789541496	1 345417921 + 1 1467867640 <=> 1 1467871989 + 1 351278824
2787821450	1 703517 + 1 1467866289 <=> 1 1467879801 + 1 160606516
2787822557	1 7292255 + 1 1467879801 <=> 1 1467879874 + 1 9881305
2814670884	1 7292255 + 1 1468014334 <=> 1 1467879874 + 1 9881305
2787822643	1 3394884 + 1 1467865888 <=> 1 1467865610 + 1 5248753
2787822748	1 3394884 + 2 1467879801 <=> 1 1467865888 + 1 5248753
2814511974	1 3394884 + 1 1467873714 <=> 1 1467865610 + 1 5248753
2814512055	1 3394884 + 2 1468014334 <=> 1 1467873714 + 1 5248753
2787822665	1 3394884 + 1 1467879801 + 1 1467865610 <=> 1 1467865888 + 1 112331382
2814511992	1 3394884 + 1 1468014334 + 1 1467865610 <=> 1 1467873714 + 1 112331382
2787822717	1 3394884 + 1 1467879874 + 1 1467865888 <=> 1 1467865610 + 1 1467879801 + 1 351755386
2814512032	1 3394884 + 1 1467879874 + 1 1467873714 <=> 1 1467865610 + 1 1468014334 + 1 351755386
