M_PR_UID	M_PR_NAME	M_PR_INCHIKEY	M_PR_SMILE-CAN-OB	M_PR_FORMULA	M_PR_CHARGE	M_XR_ALL_OTHER	M_XR_KEGG
1468024250	Nebramycin factor 4	XCSTZNJIQFIVPE	NCC1OC(OC2C(N)CC(C(C2O)OC2OC(COC(=O)N)C(C(C2O)N)O)N)C(C(C1O)O)N	C19H38N6O11	0.0	CPD-14159,cpd17985,MNXM64296	C18000
1468024260	Nebramycin 5'	YPPFEJHOHNPKLT	[N+]CC1OC(OC2C([N+])CC(C(C2O)OC2OC(COC(=O)N)C(C(C2O)[N+])O)[N+])C(CC1O)[N+]	C19H28N6O10+++++	5.0	ChEBI: 73686,CPD-14158,cpd19360,MNXM64297	C18001
1468024573	dTDP-4-oxo-2,3,6-trideoxy-D-glucose	YINKRXMSCURQIS	OC1CC(OC1COP(=O)(OP(=O)(OC1CCC(=O)C(O1)C)O)O)n1cc(C)c(=O)[nH]c1=O	C16H24N2O13P2	0.0	CPD-13382,cpd18015,MNXM7332	C18032
1468024734	N-Succinyl-L-citrulline	ZSZFGMMEPZVGMH	O=C(NC(C(=O)O)CCCNC(=O)N)CCC(=O)O	C10H17N3O6	0.0	ChEBI: 51309,CPD-10483,cpd18031,MNXM4679	C18048
1468024784	2-Amino-2-deoxyisochorismate	OKLGKGPAZUNROU	C=C(C(=O)[O-])OC1C=CC=C(C1[N+])C(=O)[O-]	C10H7NO5-	-1.0	ChEBI: 49197,CPD-9517,cpd17073,cpd18037,MNXM2042	C18054
1468025129	UDP-L-arabinofuranose	QGNZSCRNMXQWNR	OCC1OC(C(C1O)O)OP(=O)(OP(=O)(OCC1OC(C(C1O)O)n1ccc(=O)[nH]c1=O)O)O	C14H22N2O16P2	0.0	ChEBI: 81497,CHEMBL518773,CPD-12511,CPD-12512,cpd23455,FDB031245,MNXM165227,MNXM5323,MNXM722358	C18094
1468025890	3-Acetamidopropanal	ARJPPNFIEQKVBB	O=CCCNC(=O)C	C5H9NO2	0.0	ChEBI: 30322,CPD-10687,cpd19440,FDB029195,HMDB0012880,MNXM771	C18170
1468026292	4-Hydroxyphenyl-4-hydroxybenzoate	OQBPCYUKFSJTDU	Oc1ccc(cc1)OC(=O)c1ccc(cc1)O	C13H10O4	0.0	ChEBI: 81593,cpd19484,MNXM10203	C18216
1468027170	2-Methylbutyrate	WLAMNBDJUVNPJU	CC(C(=O)O)CC	C5H10O2	0.0	ChEBI: 37070,CHEMBL1160012,CHEMBL1162482,CHEMBL1162483,CPD-16943,CPD-7076,cpd19585,DB03741,EXPT02918,FDB008135,HMDB0002176,HMDB0033742,MNXM31557,MNXM31725,MNXM511880,MNXM9859	C18319
1468028533	beta-Hydroxyarginine	VIDUVSPOWYVZIC	NC(=N)NCCC(C(C(=O)O)N)O	C6H14N4O3	0.0	ChEBI: 73972,CPD-15413,CPD-16563,cpd19737,MNXM10807,MNXM172008	C18473
1468029905	L-Phenylglycine	ZGUNAGUHMKGQNY	[N+]C(c1ccccc1)C(=O)[O-]	C8H6NO2	0.0	ChEBI: 439819,CHEMBL131226,CHEMBL1403,CHEMBL378605,D-PHENYLGLYCINE,FDB022909,HMDB0002210,MNXM15953,MNXM527724,MNXM59292	C18623
1468032369	1-Methylseleno-N-acetyl-D-galactosamine	AZZZNYGPGINRNT	C[Se]C1OC(CO)C(C(C1NC(=O)C)O)O	C9H17NO5Se	0.0	ChEBI: 77010,cpd20154,MNXM32869	C18893
1468032452	Methylselenic acid	UEQANLFPOFICBH	C[Se](=O)O	CH4O2Se	0.0	ChEBI: 77012,CHEMBL399906,cpd20163,HMDB0060489,MNXM19347	C18902
1468034703	Coenzyme F420-1	WVEYWCGUSMKKMF	OC(=O)CCC(C(=O)O)NC(=O)C(OP(=O)(OCC(C(C(Cn1c2cc(O)ccc2cc2c1nc(=O)[nH]c2=O)O)O)O)O)C	C24H29N4O15P	0.0	ChEBI: 59536,cpd20412,cpd24801	C19152,C22198
1468034711	Coenzyme F420-0	QNHKLTYSDLGJSR	Oc1ccc2c(c1)n(CC(C(C(COP(=O)(OC(C(=O)O)C)O)O)O)O)c1c(c2)c(=O)[nH]c(=O)n1	C19H22N3O12P	0.0	ChEBI: 59532,cpd20413	C19153
1468034720	7,8-Didemethyl-8-hydroxy-5-deazariboflavin	AUEILLWDYUBWCM	OCC(C(C(Cn1c2cc(O)ccc2cc2c1nc(=O)[nH]c2=O)O)O)O	C16H17N3O7	0.0	ChEBI: 43034,cpd15839	C19154
1468034731	(2S)-Lactyl-2-diphospho-5'-guanosine	JAIRGSHHKMPRGE	OC(=O)C(OP(=O)(OP(=O)(OCC1OC(C(C1O)O)n1cnc2c1nc(N)[nH]c2=O)O)O)C	C13H19N5O13P2	0.0	ChEBI: 59436,CPD-7601,cpd15889,MNXM2126	C19155
1468034738	(2S)-2-Phospholactate	CSZRNWHGZPKNKY	OC(=O)C(OP(=O)(O)O)C	C3H7O6P	0.0	ChEBI: 45013,CHEMBL1235229,CHEMBL144324,CHEMBL1941138,cpd28032,cpd28137,DB01733,MNXM2888,MNXM31672,MNXM481219,R-PHOSPHOLACTATE,S-PHOSPHOLACTATE	C19156
1468035498	1,2-Epoxybutane	RBACIKXCRWGCBB	CCC1CO1	C4H8O	0.0	ChEBI: 82326,CHEMBL1378095,cpd20495,MNXM32194	C19237
1468035508	Ethyl acrylate	JIGUQPWFLRLWPJ	CCOC(=O)C=C	C5H8O2	0.0	ChEBI: 82327,CHEMBL52084,cpd20496,FDB012210,HMDB0033978,MNXM17594	C19238
1468036175	Vinyl acetate	XTXRWKRVRITETP	CC(=O)OC=C	C4H6O2	0.0	ChEBI: 46916,CHEMBL1470323,FDB003232,HMDB0031209	C19309
1468036822	Crotonaldehyde	MLUCVPSAIODCQM	CC=CC=O	C4H6O	0.0	ChEBI: 41607,CHEMBL1086445,CHEMBL3561468,CPD-7600,cpd20633,cpd24799,DB04381,FDB012544,HMDB0034233,MNXM164012,MNXM47828	C19377
1468037440	Methyl acrylate	BAPJBEWLBFYGME	COC(=O)C=C	C4H6O2	0.0	ChEBI: 82482,CHEMBL9019,cpd20699,FDB012209,HMDB0033977,MNXM61738	C19443
1468039514	L-Sorbosone	DCNMIDLYWOTSGK	OCC(C(C(C(=O)C=O)O)O)O	C6H10O6	0.0	CPD-13129,cpd20927,cpd23747,FDB001198,HMDB0029932,L-SORBOSONE,MNXM48655,MNXM7244,MNXM7489	C19679
1468039562	Sulfoacetyl-CoA	LFBBBBRKKCUFRH	O=C(NCCSC(=O)CS(=O)(=O)O)CCNC(=O)C(C(COP(=O)(OP(=O)(OCC1OC(C(C1OP(=O)(O)O)O)n1cnc2c1ncnc2N)O)O)(C)C)O	C23H38N7O20P3S2	0.0	CPD-12645,cpd20933,MNXM4833	C19685
1468039569	3-(1-Carboxyvinyloxy)anthranilate	GGCPIKCAFSGNKM	C=C(C(=O)O)Oc1cccc(c1N)C(=O)O	C10H9NO5	0.0	CPD-9914,cpd20934,MNXM4320	C19686
1468039637	D-Alanyl-(R)-lactate	QLYOONKPELZQGZ	[O-]C(=O)C(OC(=O)C([N+])C)C	C6H8NO4	0.0	CPD-12247,cpd20942,MNXM8485	C19694
1468039784	N-Hydroxy-L-phenylalanine	VTPJSQTVPKSYCB	ONC(C(=O)O)Cc1ccccc1	C9H11NO3	0.0	CPD-13029,cpd20960,MNXM2702	C19712
1468039807	N,N-Dihydroxy-L-phenylalanine	IDBRDXGJPFCEFF	ON(C(C(=O)O)Cc1ccccc1)O	C9H11NO4	0.0	CPD-13030,cpd20963,MNXM2695	C19715
1468039828	D-Alanyl-D-serine	IPWKGIFRRBGCJO	OCC(C(=O)O)NC(=O)C(N)C	C6H12N2O4	0.0	CHEMBL190179,CPD-12249,cpd20966,FDB111754,HMDB0028696,MNXM164506,MNXM491151,MNXM5113	C19719
1468040079	3,5-Dihydroxybiphenyl	UAVUNEWOYVVSEF	Oc1cc(O)cc(c1)c1ccccc1	C12H10O2	0.0	CPD-8991,cpd20997,MNXM4981	C19750
1468040296	beta-Alaninamide	RSDOASZYYCOXIB	NC(=O)CC[N+]	C3H6N2O+	1.0	CHEMBL1229081,CPD-8981,cpd21024,MNXM5067	C19779
1468040414	2-O-[2-O-(alpha-D-Mannopyranosyl)-alpha-D-glucopyranosyl]-3-phospho-D-glycerate	JGKAZLJSKYSZED	OCC1OC(OC(C(=O)O)COP(=O)(O)O)C(C(C1O)O)OC1OC(CO)C(C(C1O)O)O	C15H27O17P	0.0	CPD-13013,cpd21038,cpd23697,MNXM3818,MNXM91869	C19793
1468040421	CDP-1L-myo-inositol	FWZKVMBRYZSGFS	OC1C(COP(=O)(OP(=O)(OC2C(O)C(O)C(C(C2O)O)O)O)O)OC(C1O)n1ccc(nc1=O)N	C15H25N3O16P2	0.0	CPD-12855,cpd21039,MNXM2648	C19794
1468040461	Bis(1L-myo-inositol)-3,1'-phosphate 1-phosphate	ZFRNHZNPYSOZBU	OC1C(OP(=O)(OC2C(O)C(O)C(C(C2O)O)O)O)C(O)C(C(C1O)O)OP(=O)(O)O	C12H24O17P2	0.0	ChEBI: 62574,CPD-12856,cpd21043,MNXM5076	C19799
1468040703	(5S,6S)-6-Amino-5-hydroxycyclohexa-1,3-diene-1-carboxylate	XBTXTLKLSHACSS	OC1C=CC=C(C1[N+])C(=O)[O-]	C7H6NO3	0.0	CHEMBL1233316,CPD-12987,CPD-9518,cpd17077,cpd23678,DB02124,EXPT01743,MNXM30846,MNXM30864,MNXM30952,MNXM3745,MNXM468637	C19830
1468042924	trans,trans-Farnesyl phosphate	ALEWCKXBHSDCCT	CC(=CCCC(=CCOP(=O)(O)O)C)CCC=C(C)C	C15H27O4P	0.0	ChEBI: 90236,CPD-12587,cpd21354,FDB030363,MNXM167732,MNXM4974	C20121
1468043215	8-Oxoguanine	CLGFIVUFZRGQRP	Nc1nc2[nH]c(=O)[nH]c2c(=O)[nH]1	C5H5N5O2	0.0	CHEMBL1328799,CPD-12427,cpd21388,FDB022809,HMDB0002032,MNXM2795	C20155
1468043512	P1,P6-Bis(5'-adenosyl)hexaphosphate	PZCFFCOJNXGTIM	OC1C(COP(=O)(OP(=O)(OP(=O)(OP(=O)(OP(=O)(OP(=O)(OCC2OC(C(C2O)O)n2cnc3c2ncnc3N)O)O)O)O)O)O)OC(C1O)n1cnc2c1ncnc2N	C20H30N10O25P6	0.0	CPD-11932,cpd21423,FDB022533,HMDB0001282,MNXM2551,MNXM510826	C20190
1468043575	Adenosine 5'-pentaphosphate	WYJWVZZCMBUPSP	OC1C(COP(=O)(OP(=O)(OP(=O)(OP(=O)(OP(=O)(O)[O-])[O-])[O-])[O-])[O-])OC(C1O)n1cnc2c1ncnc2N	C10H13N5O19P5-----	-5.0	CPD-11561,cpd21431,DB02738,EXPT00244,HMDB0059647,MNXM3896	C20198
1468043820	Benzil	WURBFLDFSFBTLW	O=C(C(=O)c1ccccc1)c1ccccc1	C14H10O2	0.0	ChEBI: 51507,CHEMBL189886,CPD-13931,cpd21459,MNXM2349	C20226
1468043859	(Z)-3-Ureidoacrylate peracid	AJFKXWQDHFYKFK	OOC(=O)C=CNC(=O)N	C4H6N2O4	0.0	CPD0-2338,cpd21464,MNXM2304	C20231
1468043867	(Z)-2-Methylureidoacrylate peracid	GHIKATUDZMBUJC	CC(=CNC(=O)N)C(=O)OO	C5H8N2O4	0.0	CPD-13927,cpd21465,FDB030179,MNXM2585	C20232
1468043903	alpha-Maltose 1-phosphate	VRKQBSISJQUWFI	OCC1OC(OP(=O)(O)O)C(C(C1OC1OC(CO)C(C(C1O)O)O)O)O	C12H23O14P	0.0	CPD-13997,cpd21470,MNXM5617	C20237
1468043918	6-Carboxy-5,6,7,8-tetrahydropterin	QSIYONWVWDSRRO	Nc1nc2NCC(Nc2c(=O)[nH]1)C(=O)O	C7H9N5O3	0.0	CPD0-1699,cpd21472,HMDB0060410,MNXM3194	C20239
1468043994	7-Carboxy-7-carbaguanine	XIUIRSLBMMTDSK	OC(=O)c1c[nH]c2c1c(=O)[nH]c(n2)N	C7H6N4O3	0.0	CPD-13043,cpd21481,MNXM5026	C20248
1468044003	(Z)-3-Peroxyaminoacrylate	WQKGFGLGYOHJOG	NC=CC(=O)OO	C3H5NO3	0.0	CPD0-2340,cpd21482,MNXM3415	C20249
1468044034	Aminoacrylate	YTLYLLTVENPWFT	NC=CC(=O)O	C3H5NO2	0.0	CPD0-2339,cpd21486,MNXM162288	C20253
1468044042	Ureidoacrylate	JDSSVQWHYUVDDF	NC(=O)NC=CC(=O)O	C4H6N2O3	0.0	CPD0-2331,cpd21487,MNXM4213	C20254
1468044599	L-Hydroxyarginine	WWURQGFETAMJQN	OC(NC(=N)N)CCC(C(=O)O)N	C6H14N4O3	0.0		C20330
1468045100	Methylphosphonate	YACKEPLHDIMKIO	[O-]P(=O)(C)[O-]	CH3O3P--	-2.0	CHEMBL122938,CPD0-1068,cpd25960,MNXM19346	C20396
1468045484	2-Oxoglutaryl-CoA	QYHKIXYHXCJHTR	O=C(NCCSC(=O)C(=O)CCC(=O)O)CCNC(=O)C(C(COP(=O)(OP(=O)(OCC1OC(C(C1OP(=O)(O)O)O)n1cnc2c1ncnc2N)O)O)(C)C)O	C26H40N7O20P3S	0.0	CPD-14112,cpd24184,MNXM97386	C20447
1468045657	Cyanidin 3,7-di-O-beta-D-glucoside	KQQANHGUFXDPBD	OCC1OC(Oc2cc(O)c3c(c2)[o+]c(c(c3)OC2OC(CO)C(C(C2O)O)O)c2ccc(c(c2)O)O)C(C(C1O)O)O	C27H31O16+	1.0		C20469
1468045664	1-O-Vanilloyl-beta-D-glucose	YROOZUQRTLHXIO	OCC1OC(OC(=O)c2ccc(c(c2)OC)O)C(C(C1O)O)O	C14H18O9	0.0	CPD-15006,FDB004689,MNXM97184	C20470
1468045794	L-beta-Phenylalanine	UJOYFRCOTPUKAK	[N+]C(c1ccccc1)CC(=O)[O-]	C9H8NO2	0.0	CPD-14474,CPD-14668,MNXM101809,MNXM97137,MNXM97156	C20487,C20488
1468045856	Pelargonidin 3,7-di-O-beta-D-glucoside	BXPGFDVYWLLYPR	OCC1OC(Oc2cc(O)c3c(c2)[o+]c(c(c3)OC2OC(CO)C(C(C2O)O)O)c2ccc(cc2)O)C(C(C1O)O)O	C27H31O15+	1.0		C20495
1468046069	3-Geranylgeranylindole	NABXYEMKOPGTET	CC(=CCCC(=CCc1c[nH]c2c1cccc2)C)CCC=C(CCC=C(C)C)C	C28H39N	0.0	CPD-16736,MNXM146920	C20525
1468046253	4-(beta-D-Ribofuranosyl)aniline 5'-phosphate	UKBUHWIOGWAJEO	OC1C(O)C(OC1c1ccc(cc1)N)COP(=O)(O)O	C11H16NO7P	0.0	CPD-7652,cpd24823,MNXM114455	C20559
1468046259	N1-(3-Aminopropyl)agmatine	XYCUJKFFVBCJEF	NCCCNCCCCNC(=N)N	C8H21N5	0.0	CPD-13489,cpd23904,MNXM12321	C20560
1468046275	N-[(7,8-Dihydropterin-6-yl)methyl]-4-(beta-D-ribofuranosyl)aniline 5'-phosphate	VNLUYZYZRAWLHI	OC1C(O)C(OC1c1ccc(cc1)NCC1=Nc2c(NC1)nc([nH]c2=O)N)COP(=O)(O)O	C18H23N6O8P	0.0	CPD-10766,cpd22805,MNXM128396	C20562
1468046281	Brevianamide F	RYFZBPVMVYTEKZ	O=C1NC(Cc2c[nH]c3c2cccc3)C(=O)N2C1CCC2	C16H17N3O2	0.0	CHEMBL2031508,CHEMBL2031509,CHEMBL2031510,CHEMBL563557,CPD-15265,MNXM44693	C20563
1468046402	Cyclopeptine	KSQNKZMAMGACTL	O=C1Nc2ccccc2C(=O)N(C1Cc1ccccc1)C	C17H16N2O2	0.0	CHEMBL1708186,CPD-15014,MNXM104184	C20579
1468046476	D-Glucosaminate-6-phosphate	JZTCDGMXXSOZRP	OC(C(C(C(C(=O)[O-])[N+])O)O)COP(=O)([O-])[O-]	C6H9NO9P--	-2.0	CPD-15586,MNXM146133,MNXM503945	C20589
1468046760	(2S,3S)-3-Hydroxyasparagine	VQTLPSCRBFYDNX	NC(=O)C(C(C(=O)[O-])[N+])O	C4H5N2O4	0.0	CPD-15117,DB04527,EXPT00462,MNXM6009	C20631
1468046806	5-[[(4,7-Dihydroxy-2-oxo-2H-1-benzopyran-3-yl)amino]carbonyl]-4-methyl-1H-pyrrole-3-carboxylate	APLLJBJPUGBNAO	Oc1ccc2c(c1)oc(=O)c(c2O)NC(=O)c1[nH]cc(c1C)C(=O)O	C16H12N2O7	0.0	MNXM147847	C20637
1468046822	O-Ureido-L-serine	ZFLDWYJOQSXISF	NC(=O)NOCC(C(=O)O)N	C4H9N3O4	0.0	CPD-15320,CPD-15321,MNXM145790,MNXM145791	C20639,C20651
1468046831	Cyclic GMP-AMP	XRILCFTWUCUKJR	Nc1[nH]c(=O)c2c(n1)n(cn2)C1OC2C(C1OP(=O)(O)OCC1C(OP(=O)(OC2)O)C(C(O1)n1cnc2c1ncnc2N)O)O	C20H24N10O13P2	0.0	CPD-15224,MNXM104150	C20640
1468047018	3-Dehydro-D-glucose 6-phosphate	XTCSSQUVVLDALS	OC1OC(COP(=O)(O)O)C(C(=O)C1O)O	C6H11O9P	0.0	MNXM145737	C20668
1468047130	O-Carbamoyladenylate	CHSNPOFVFYPELH	NC(=O)OP(=O)(OCC1OC(C(C1O)O)n1cnc2c1ncnc2N)O	C11H15N6O8P	0.0	CPD-15424,MNXM145614	C20684
1468047240	6''-O-Carbamoylkanamycin A	PRWQRPNQDIKFBR	[N+]CC1OC(OC2C([N+])CC(C(C2O)OC2OC(COC(=O)N)C(C(C2O)[N+])O)[N+])C(C(C1O)O)O	C19H29N5O12++++	4.0	CPD-15425,MNXM145744	C20699
1468047329	(4R,5R)-4,5-Dihydroxycyclohexa-1(6),2-diene-1-carboxylate	HEZMWWAKWCSUCB	OC1C=CC(=CC1O)C(=O)O	C7H8O4	0.0	CPD-15848,MNXM146326	C20710
1468047458	Phenyl 5-phospho-alpha-D-ribofuranoside	BOXHYNMLHLGCCA	OC1C(OC(C1O)COP(=O)(O)O)Oc1ccccc1	C11H15O8P	0.0	CPD-15539,MNXM146441	C20726
1468047561	2'-Phospho-cyclic ADP-ribose	MWTSYRKXRVJILA	OC1C2COP(=O)(O)OP(=O)(O)OCC3OC(n4cnc5n(C(C1OP(=O)(O)O)O2)cnc5c4=N)C(C3O)O	C15H22N5O16P3	0.0	CHEMBL2368673	C20742
1468047606	(E)-4-(Trimethylammonio)but-2-enoyl-CoA	WAUPBDVHJXXZGW	O=C(NCCSC(=O)C=CC[N+](C)(C)C)CCNC(=O)C(C(COP(=O)(OP(=O)(OCC1OC(C(C1OP(=O)(O)O)O)n1cnc2c1ncnc2N)O)O)(C)C)O	C28H48N8O17P3S+	1.0	cpd15441,CROTONOBETAINYL-COA,MNXM2363	C20748
1468047622	L-Carnitinyl-CoA	BBRISSLDTUHWKG	OC(C[N+](C)(C)C)CC(=O)SCCNC(=O)CCNC(=O)C(C(COP(=O)(OP(=O)(OCC1OC(C(C1OP(=O)([O-])[O-])O)n1cnc2c1ncnc2N)[O-])[O-])(C)C)O	C28H46N8O18P3S---	-3.0	cpd15439,cpd15440,D-CARNITINYL-COA,DB02516,L-CARNITINYL-COA,MNXM1451,MNXM157035,MNXM3411	C20750
1468047715	Phytyl phosphate	YRXRHZOKDFCXIB	CC(CCCC(=CCOP(=O)(O)O)C)CCCC(CCCC(C)C)C	C20H41O4P	0.0	CPD-7025,cpd24693,FDB031119,MNXM12689	C20764
1468047766	3-[(1-Carboxyvinyl)oxy]benzoate	HGVAHYJMDVROLE	C=C(C(=O)O)Oc1cccc(c1)C(=O)O	C10H8O5	0.0	CPD-16467,MNXM145735	C20772
1468047774	6-Amino-6-deoxyfutalosine	JSTYUEOJPRFLHR	OC1C(CCC(=O)c2cccc(c2)C(=O)O)OC(C1O)n1cnc2c1ncnc2N	C19H19N5O6	0.0	CPD-13324,cpd23834,MNXM41844	C20773
1468047860	ADP-5-ethyl-4-methylthiazole-2-carboxylate	VGXBGQACJQRWLV	OC1C(COP(=O)(OP(=O)(OCCc2sc(nc2C)C(=O)O)O)O)OC(C1O)n1cnc2c1ncnc2N	C17H22N6O12P2S	0.0	cpd26630,CPDQT-400,DB04362,EXPT00469,FDB030328,MNXM37826	C20784
1468048001	(4S)-4-Hydroxy-L-isoleucine	OSCCDBFHNMXNME	CC(C(C(C(=O)[O-])[NH3+])C)O	C6H13NO3	0.0	CHEMBL508094,CPD-14635,FDB000561,HMDB0029449,MNXM170636,MNXM97359	C20802
1468048041	3-Hydroxy-L-phenylalanine	JZKXXXDKRQWDET	[O-]C(=O)C(Cc1cccc(c1)O)[N+]	C9H8NO3	0.0	CHEMBL322125,CPD-14541,DB03552,HMDB0059720,MNXM17330	C20807
1468048192	3-Hydroxyisovalerate	AXFYFNCPONWUHW	OC(=O)CC(O)(C)C	C5H10O3	0.0	CPD-14642,DB15344,FDB007451,HMDB0000754,MNXM36533	C20827
1468048369	N5-Hydroxy-L-ornithine	OZMJDTPATROLQC	ONCCCC(C(=O)O)N	C5H12N2O3	0.0	CPD-11571,cpd23005,MNXM6354	C20850
1468048522	3-(Methylthio)propanoyl-CoA	SIEFLYWJLBNLAM	CSCCC(=O)SCCNC(=O)CCNC(=O)C(C(COP(=O)(OP(=O)(OCC1OC(C(C1OP(=O)(O)O)O)n1cnc2c1ncnc2N)O)O)(C)C)O	C25H42N7O17P3S2	0.0	CPD-13546,cpd23929,MNXM10065	C20870
1468048760	2-Iminopropanoate	DUAWRLXHCUAWMK	CC(=N)C(=O)O	C3H5NO2	0.0	CPD-16015,DB04212,MNXM9845	C20904
1468048768	2-Iminobutanoate	WRBRCYPPGUCRHW	[O-]C(=O)C(=[NH2+])CC	C4H7NO2	0.0	CPD-16013,MNXM145836	C20905
1468048803	L-4-Hydroxyphenylglycyl-L-arginine	YGJWDZHQJBXRDU	NC(c1ccc(cc1)O)C(=O)NC(C(=O)O)CCCNC(=N)N	C14H21N5O4	0.0	CPD-19205,MNXM149095	C20910
1468049117	3-[(4R)-4-Hydroxycyclohexa-1,5-dien-1-yl]-2-oxopropanoate	HDHFXEPVMQZSFA	OC1CC=C(C=C1)CC(=O)C(=O)O	C9H10O4	0.0	CPD-17510	C20953
1468049228	Carboxyphosphate	LQQCGEGRINLHDP	OC(=O)OP(=O)(O)O	CH3O6P	0.0	ChEBI: 90099,CPD-18238,MNXM145844	C20969
1468049344	2-Sulfotrehalose	WVFKPISWLUJJIJ	OCC1OC(OC2OC(CO)C(C(C2OS(=O)(=O)O)O)O)C(C(C1O)O)O	C12H22O14S	0.0	CPD-16663,MNXM40917	C20985
1468049359	3-Sulfinopropanoyl-CoA	NQBUSKKVOLGOGY	O=C(NCCSC(=O)CCS(=O)O)CCNC(=O)C(C(COP(=O)(OP(=O)(OCC1OC(C(C1OP(=O)(O)O)O)n1cnc2c1ncnc2N)O)O)(C)C)O	C24H40N7O19P3S2	0.0	CPD-16582,MNXM146109	C20987
1468049496	5,6,7,8-Tetrahydromonapterin	XHIXPVCTDRNTTC	Nc1nc2NCC(Nc2c(=O)[nH]1)C(C(CO)O)O	C9H15N5O4	0.0	CPD0-2101,cpd26424,FDB022330,HMDB0000942,MNXM22017,MNXM683503	C21007
1468049624	Iminoarginine	YWGYOCPWFDUKSA	NC(=N)NCCCC(=N)C(=O)O	C6H12N4O2	0.0	CPD-17095,MNXM145856	C21026
1468049935	Ketodeoxyoctonic acid	NNLZBVFSCVTSLA	OCC(C1OC(O)(CC(C1O)O)C(=O)O)O	C8H14O8	0.0	CPD-21261,cpd00875,DB03548,kdo,MNXM36403,MNXM39096,MNXM527667	C21063
1468049952	7,8-Dihydroxanthopterin	JLRDKNBQJOODBP	O=C1CNc2c(N1)c(=O)[nH]c(n2)N	C6H7N5O2	0.0	MNXM146515	C21065
1468049959	D-Galactofuranose	AVVWPBAENSWJCB	OCC(C1OC(C(C1O)O)O)O	C6H12O6	0.0	CPD-16933,CPD-16934,CPD0-2485,CPD0-2486,cpd26521,cpd26522,FDB098404,MNXM148101,MNXM40986,MNXM41337,MNXM44124,MNXM48384,MNXM507472,MNXM5636,MNXM59279,MNXM89485	C21066
1468050102	Demethylphylloquinol	AEFNZGGBWOQYID	CC(CCCC(CCCC(C)C)C)CCCC(=CCc1cc(O)c2c(c1O)cccc2)C	C30H46O2	0.0	CPD-12830,cpd23602,FDB030813,MNXM11334	C21084
1468050280	4-(beta-D-Ribofuranosyl)phenol 5'-phosphate	PXLPZQRJCCAXJV	OC1C(O)C(OC1c1ccc(cc1)O)COP(=O)(O)O	C11H15O8P	0.0	CPD-16964,MNXM147814	C21107
1468050621	N,N'-Diacetylchitobiose 6'-phosphate	KYKNQNQCPWDNAK	OCC1OC(O)C(C(C1OC1OC(COP(=O)(O)O)C(C(C1NC(=O)C)O)O)O)NC(=O)C	C16H29N2O14P	0.0	cpd26854,DIACETYLCHITOBIOSE-6-PHOSPHATE,MNXM11353	C21152
1468050793	Dihydrocaffeoyl-CoA	NDSCGRAEWDSLKF	O=C(NCCSC(=O)CCc1ccc(c(c1)O)O)CCNC(=O)C(C(COP(=O)(OP(=O)(OCC1OC(C(C1OP(=O)(O)O)O)n1cnc2c1ncnc2N)O)O)(C)C)O	C30H44N7O19P3S	0.0	CPD-18003,MNXM146400	C21175
1468055374	sinapoyl (S)-malate(2-)	SVOZVFTXNDIEBH	COc1cc(C=CC(=O)O)cc(c1OC(=O)C(CC(=O)O)O)OC	C15H16O9	0.0	CHEBI:15596,FDB031175,MNXM4824,SINAPOYL-S-MALATE	
1468057101	F6P	GSXOAOHZAIYLCY	OCC(=O)C(C(C(COP(=O)(O)O)O)O)O	C6H13O9P	0.0	15709,CHEBI:15845,CPD-15709,CPD-15826,CPD-15828,cpd15394,D-ALLULOSE-6-PHOSPHATE,DB04277,DB04493,FDB021896,HMDB0000124,MNXM4546,MNXM59036,MNXM59042,MNXM68,MNXM89629	C18096
1468058347	2-deoxy-D-glucose 6-phosphate	MBPFNOMGYSRGQZ	O=CCC(C(C(COP(=O)(O)O)O)O)O	C6H13O8P	0.0	2-DEOXYGLUCOSE-6-PHOSPHATE,CHEBI:16043,cpd21864	
1468058424	rmn	PNNNRSAQSRJVSB	O=CC(C(C(C(O)C)O)O)O	C6H12O5	0.0	6-DEOXY-D-GLUCOSE,CHEBI:16055,CHEMBL3343362,CPD-15405,CPD-15406,CPD-15618,CPD-15619,CPD-21255,DB01869,DB02961,DB15236,EXPT02795,HMDB0062489,MNXM2967,MNXM40572,MNXM40581,MNXM40586,MNXM48590	
1468059498	D-galacto-hexodialdose	VYPPEYAOCURAAE	O=CC(C(C(C(C=O)O)O)O)O	C6H10O6	0.0	CHEBI:16222,cpd02087,MNXM4548	
1468060140	N-hydroxy-L-aspartic 1-amide	GBEKONQCRZCCRM	ONC(=O)C(CC(=O)O)N	C4H8N2O4	0.0	CHEBI:16316,MNXM59325	
1468061319	Monodehydroascorbate	LHFJOBMTAJJOTB	OCC(C1OC(=O)C(=C1[O])O)O	C6H7O6	0.0	CHEBI:16504,CPD-318,cpd00766	C01041
1468063146	sedoheptulose	HSNZZMHEPUFJNZ	OCC(C(C(C(C(=O)CO)O)O)O)O	C7H14O7	0.0	CHEBI:16802,HMDB0003219,MNXM44065,MNXM507487	
1468063783	S-methyl-5-thio-D-ribose	ACWASDPGAVYCNI	CSCC(C(C(C=O)O)O)O	C6H12O4S	0.0	CHEBI:16895,MNXM1592	
