R_PR_UID	R_PR_STOICH
2593086974	1 1467865936 + 1 1467865544 <=> 1 1467865563 + 1 1467866475
2593087016	1 1467870840 + 1 1467865563 <=> 1 1467865544 + 1 1467873094
2593087105	1 1467870801 + 1 1469442031 + 1 1467865610 + 1 1467865563 <=> 1 1467865544 + 1 1467981309
2593087123	1 1467871904 + 1 1467865544 <=> 1 1467865563 + 1 1469442031 + 1 1467876437
2593087411	1 1467868103 + 1 1467865544 <=> 1 1467865563 + 1 1469442031 + 1 1468048698
2593087891	1 1467895413 + 1 1467865563 <=> 1 1467865544 + 1 1467899707
2593088588	1 1467910944 + 1 1467865610 + 1 1467865563 <=> 1 1467865544 + 1 1467900196
2593647813	1 1467866997 + 1 1467865652 + 1 1467865544 <=> 1 1467865563 + 1 1467865667 + 1 1469442031 + 1 1467866871
2593648651	1 1467879874 + 1 1467866997 + 1 1469442031 + 1 1467865563 <=> 1 1467865544 + 1 1467879801 + 1 1467887498
2593758472	1 1467866192 + 1 1467865544 <=> 1 1467865563 + 1 1469442031 + 1 156957537
2593994651	1 1467970739 + 1 1469442031 + 1 1467865563 <=> 1 1467865544 + 1 1467870302
2594086561	1 1467872953 + 1 1467865544 <=> 1 1467865563 + 1 1467865752 + 1 1469442031
2594122645	1 1467873639 + 1 1469442031 + 1 1467865563 <=> 1 1467865544 + 1 1467873094
2594253412	1 1467868016 + 1 1467865544 <=> 1 1467865563 + 1 1469442031 + 1 1467909155
2594262396	1 1467913598 + 1 1469442031 + 1 1467865563 <=> 1 1467865544 + 1 1467879801 + 1 1468232135
2600157914	1 1467868629 + 1 1469442031 + 1 1467865563 <=> 1 1467865544 + 1 1467894952
2600238809	1 1467880189 + 1 1467865544 <=> 1 1467865563 + 1 1469442031 + 1 1467925702
2600256556	1 1467884972 + 1 1467879801 + 1 1467865544 <=> 1 1467865563 + 1 1469442031 + 1 1468011372
2600297097	1 1467895469 + 1 1469442031 + 1 1467865563 <=> 1 1467865544 + 1 1467877057
2600827773	1 1467924024 + 1 1467865544 <=> 1 1467865563 + 1 1469442031 + 1 1467908977
2603015515	1 1468169329 + 1 1467865652 + 1 1467865544 <=> 1 1467865563 + 1 1469442031 + 1 1467872984
2603352283	1 1468332750 + 1 1467879801 + 1 1467865544 <=> 1 1467865563 + 1 1469442031 + 1 1467917663
2603416016	1 1468359558 + 1 1467879801 + 1 1467865544 <=> 1 1467865563 + 1 1469442031 + 1 1467881737
2603425467	1 1468359558 + 1 1467865652 + 1 1467865544 <=> 1 1467865563 + 1 1469442031 + 1 1467908112
2676757905	1 1469442031 + 1 1467866289 + 1 1467865563 <=> 1 1467865544 + 1 1468167515
2683034363	1 1468174117 + 1 1467879801 + 1 1467865544 <=> 1 1467865563 + 1 1469442031 + 1 1467871468 + 1 1467878443
2774341364	1 1467910471 + 1 1467879874 + 1 1467866289 + 2 1467865563 <=> 2 1467865544 + 3 1467879801 + 1 1467897743
2774342547	2 1467879801 + 1 1467872953 + 1 1469442031 + 1 1467865667 + 1 1467865636 + 1 1467865563 <=> 1 1467865544 + 1 1467914556 + 1 1467970452
2774375132	1 381179448 + 1 1469442031 + 1 1467865563 <=> 1 1467865544 + 1 1467871544
2774390738	1 1468044572 + 1 1467865667 + 1 1467865563 <=> 1 1467865544 + 1 1468046935
2774393207	1 1467892841 + 1 1469442031 + 1 1467865563 <=> 1 1467865544 + 1 1468058424
2774412140	1 1467916250 + 1 1467865667 + 1 1467865563 <=> 1 1467865544 + 1 1467885307
2774462501	1 1467874065 + 2 1469442031 + 2 1467865563 <=> 2 1467865544 + 1 1467893267
2774471097	1 1467887550 + 1 1469442031 + 1 1467865563 <=> 1 1467865544 + 1 1467970739
2774523552	1 1467904896 + 1 1467865563 <=> 1 1467865544 + 1 1467865636 + 1 1467876226
2786210987	1 1467893267 + 1 1467865544 <=> 1 1467865563 + 1 1467871215
2786210999	1 1467878648 + 1 1467865544 <=> 1 1467865563 + 1 1467883476
2786211244	1 1467885235 + 1 1467865544 <=> 1 1467865563 + 1 1467886510
2786212316	1 1467902742 + 1 1467865544 <=> 1 1467865563 + 1 1467895458
2786212330	1 1467895763 + 1 1467865544 <=> 1 1467865563 + 1 1467914544
2786212438	1 1467899206 + 1 1467865544 <=> 1 1467865563 + 1 1467896489
2786212872	1 1467902766 + 1 1467865544 <=> 1 1467865563 + 1 1467901603
2786214755	1 1467913426 + 1 1467879801 + 1 1467865544 <=> 1 1467865563 + 1 1467913415
2786214769	1 1467913450 + 1 1467879801 + 1 1467865544 <=> 1 1467865563 + 1 1467892516
2786214908	1 1467873168 + 1 1467865544 <=> 1 1467865563 + 1 1467866662
2786215224	1 125408009 + 1 1467879801 + 1 1467865544 <=> 1 1467865563 + 1 1467887195
2786216074	1 1467923795 + 1 1467865563 <=> 1 1467865544 + 1 1467891611
2786216649	1 1467867385 + 1 1467866374 + 1 1467865544 <=> 1 1467865563 + 1 1467876178 + 1 1467878790
2786216677	1 1467878051 + 1 1467865563 <=> 1 1467865544 + 1 1467878871
2786216820	1 1467951460 + 1 1467865544 <=> 1 1467865563 + 1 1467951469
2786216848	1 1467870302 + 1 1467865544 <=> 1 1467865563 + 1 1467869501
2786217274	1 1467970924 + 1 1467865544 <=> 1 1467865563 + 1 1467970934
2786217337	1 1467879801 + 1 1467874207 + 1 1467865544 <=> 1 1467865563 + 1 1467920194
2786219923	1 1467910944 + 1 1467865610 + 1 1467865563 <=> 1 1467865544 + 1 1467971733
2786219937	1 1467870801 + 1 1467865610 + 1 1467865563 <=> 1 1467865544 + 1 1467981298
2786219951	1 1467971733 + 1 1467865544 <=> 1 1467865563 + 1 1467900196
2786219963	1 1467981298 + 1 1467865544 <=> 1 1467865563 + 1 1467981309
2786220324	1 1467871544 + 1 1467865544 <=> 1 1467865563 + 1 1569765709
2786220517	1 1467879801 + 1 1467866112 + 2 1467865544 <=> 2 1467865563 + 1 1467903935
2786220840	1 1467879801 + 1 1467872664 + 1 1467865544 <=> 1 1467865563 + 1 1467988343
2786221442	1 1468001810 + 1 1467865544 <=> 1 1467865563 + 1 1468001819
2786222300	1 1467910810 + 1 1467879801 + 1 1467865544 <=> 1 1467865563 + 1 1467871406
2786224965	1 1467879801 + 1 1467866177 + 1 1467865544 <=> 1 1467865563 + 1 1467868344
2786226043	1 1467884789 + 1 1467879801 + 2 1467865544 <=> 2 1467865563 + 1 1467867359
2786234023	1 1467951881 + 1 1467879801 + 1 1467865544 <=> 1 1467865563 + 1 1468010606
2786234048	1 1468010674 + 1 1467865544 <=> 1 1467865563 + 1 1468010692
2786234940	1 1467895667 + 1 1467879801 + 1 1467865544 <=> 1 1467865563 + 2 1467866289 + 1 1467903836
2786235150	1 1468045041 + 1 1467865563 <=> 1 1467865544 + 1 1467867147 + 1 1467879801
2786235705	1 1467974028 + 1 1467865563 <=> 1 1467865544 + 1 1467868655 + 1 1467879801
2786236386	1 1468196579 + 1 1467865563 <=> 1 1467865544 + 1 1467876801
2786237768	1 1467872953 + 1 1467865544 <=> 1 1467865563 + 1 1467865752
2786237780	1 1467970452 + 1 1467914556 + 1 1467865544 <=> 1 1467865563 + 1 1467865636 + 1 1467865667 + 1 1467872953 + 2 1467879801
2786239686	1 1467866414 + 1 1467866214 + 1 1467865544 <=> 1 1467865563 + 1 1467877039
2786240657	1 1467871372 + 1 1467865652 + 1 1467865544 <=> 1 1467865563 + 1 1467866871
2786240685	1 1467871215 + 1 1467865652 + 1 1467865544 <=> 1 1467865563 + 1 1467865841 + 1 1467866648
2786240739	1 1468332750 + 1 1467879801 + 1 1467865544 <=> 1 1467865563 + 1 1467917663
2786240795	1 1468359558 + 1 1467879801 + 1 1467865544 <=> 1 1467865563 + 1 1467881737
2786241765	1 1467865841 + 2 1467865563 <=> 2 1467865544 + 1 1467865652 + 1 1467871246
2786242828	1 1468011863 + 1 1467866836 + 1 1467865563 <=> 1 1467865544 + 1 1467866388 + 1 1468011893
2786242983	2 1467918460 + 1 1467865563 <=> 1 1467865544 + 2 1467918473
2786248226	1 1467870443 + 1 1467865544 <=> 1 1467865563 + 1 1467866805
2786251071	1 1467879801 + 1 1467868061 + 1 1467865544 <=> 1 1467865563 + 1 1467865967 + 1 1467866026
2786252944	1 1468003508 + 2 1467879801 + 1 1467865544 <=> 1 1467865563 + 1 1467869810
2786253810	1 1467879801 + 1 1467866162 + 1 1467865544 <=> 1 1467865563 + 1 1467879874 + 1 1467900456
2786253997	1 1467871718 + 1 1467865544 <=> 1 1467865563 + 1 1468024538
2786254116	1 1467870034 + 1 1467865563 <=> 1 1467865544 + 1 1467879874 + 1 1467959390
2786254222	1 1467872290 + 1 1467865544 <=> 1 1467865563 + 1 1467868131
2786255900	1 1467879801 + 1 1467868103 + 1 1467865544 <=> 1 1467865563 + 1 1467874918
2786255960	1 1467871455 + 1 1467865544 <=> 1 1467865563 + 1 1467890239
2786256908	1 1468014396 + 1 1467879801 + 1 1467865544 <=> 1 1467865563 + 1 1467876226 + 1 1467879874
2786257325	1 1468020360 + 1 1467865544 <=> 1 1467865563 + 1 1468020371
2786259562	1 1467967456 + 1 1467879801 + 1 1467865544 <=> 1 1467865563 + 1 1467967445
2786259765	1 1467877378 + 1 1467865544 <=> 1 1467865563 + 1 1467868222
2786260743	1 1467879801 + 1 1467870991 + 1 1467865544 <=> 1 1467865563 + 1 1467866192
2786261142	1 1467868045 + 1 1467865544 <=> 1 1467865563 + 1 1467872702
2786261628	1 1467870443 + 1 1467865544 <=> 1 1467865563 + 1 1467881726
2786263121	1 1467878555 + 1 1467865544 <=> 1 1467865563 + 1 1467869957
2786271750	1 1467870034 + 2 1467865563 <=> 2 1467865544 + 1 1467879874 + 1 1467900196
2786271965	1 1467881024 + 1 1467865544 <=> 1 1467865563 + 1 1467881010
2786272712	1 1467870443 + 1 1467865544 <=> 1 1467865563 + 1 1467880624
2786272947	1 1467873553 + 1 1467865563 <=> 1 1467865544 + 1 1467894335
2786273193	1 1467867117 + 1 1467865636 + 1 1467865544 <=> 1 1467865563 + 1 1467868676
2786273474	1 1467875398 + 1 1467865544 <=> 1 1467865563 + 1 1467884789
2786273779	1 1467866162 + 1 1467865544 <=> 1 1467865563 + 1 1467871081 + 1 1467879874
2786274156	1 1467868189 + 1 1467865544 <=> 1 1467865563 + 1 1467894744
2786278055	1 1468008547 + 1 1467879801 + 1 1467865544 <=> 1 1467865563 + 1 1467874918
2786295058	1 1467879801 + 1 1467868613 + 1 1467865544 <=> 1 1467865563 + 1 1467866095
2786295381	1 1467879801 + 1 1467865910 + 2 1467865544 <=> 2 1467865563 + 1 1467867798
2786295504	2 1468061319 + 1 1467865563 <=> 1 1467865544 + 2 1468082065
2786296159	1 1467869044 + 1 1467865544 <=> 1 1467865563 + 1 1467870991
2786296840	1 1467879801 + 1 1467875398 + 2 1467865544 <=> 2 1467865563 + 1 1467867359
2786297719	1 1467865936 + 1 1467865544 <=> 1 1467865563 + 1 1467909087
2786297906	1 1467900185 + 1 1467879801 + 1 1467865544 <=> 1 1467865563 + 1 1467878253
2786299382	1 1467879801 + 1 1467872719 + 1 1467865544 <=> 1 1467865563 + 1 1467872213
2786299692	1 1467879801 + 1 1467870817 + 1 1467865544 <=> 1 1467865563 + 1 1467868029
2786300198	1 1467879801 + 1 1467866026 + 1 1467865544 <=> 1 1467865563 + 1 1467866177 + 1 1467879874
2786300239	1 1467878443 + 1 1467865563 <=> 1 1467865544 + 1 1467897666
2786300722	1 1467879801 + 1 1467867191 + 1 1467865544 <=> 1 1467865563 + 1 1467868629 + 1 1467879874
2786305301	1 1467867945 + 1 1467865967 + 1 1467865563 <=> 1 1467865544 + 1 1467870801 + 2 1467879801
2786306795	1 1467879801 + 1 1467870360 + 1 1467865544 <=> 1 1467865563 + 1 1467870164
2786306853	1 1467879801 + 1 1467869079 + 1 1467865544 <=> 1 1467865563 + 1 1467867702
2786307291	1 1467890488 + 2 1467879801 + 1 1467865544 <=> 1 1467865563 + 1 1467874918
2786307784	1 1467870719 + 1 1467865563 <=> 1 1467865544 + 1 1467866885
2786308952	1 1467879801 + 1 1467866414 + 1 1467865544 <=> 1 1467865563 + 1 1467866289
2786309318	1 1467876868 + 1 1467865544 <=> 1 1467865563 + 1 1467868504
2786309405	1 1467879801 + 1 1467871850 + 1 1467865544 <=> 1 1467865563 + 1 1467868847
2786311138	1 1467868986 + 1 1467865544 <=> 1 1467865563 + 1 1467878117
2786311640	1 1467880354 + 1 1467865652 + 1 1467865544 <=> 1 1467865563 + 1 1467867373
2786313162	1 1467867163 + 1 1467865544 <=> 1 1467865563 + 1 1467873229
2786313593	1 1467977350 + 2 1467865544 <=> 2 1467865563 + 1 1569768562
2786313619	1 1467919099 + 2 1467865544 <=> 2 1467865563 + 1 1569768551
2786313851	1 1467877949 + 1 1467865544 <=> 1 1467865563 + 1 1467896227
2786313875	1 1467877949 + 1 1467865544 <=> 1 1467865563 + 1 1468044432
2786313899	1 1467877949 + 1 1467865544 <=> 1 1467865563 + 1 1468044558
2786313923	1 1467889271 + 1 1467865544 <=> 1 1467865563 + 1 1467881377
2786313947	1 1467889271 + 1 1467865544 <=> 1 1467865563 + 1 1467872719
2786313972	1 1468040125 + 1 1467865544 <=> 1 1467865563 + 1 1467896227
2786314050	1 1468091814 + 1 1467865544 <=> 1 1467865563 + 1 1467880354
2786314098	1 1467915328 + 1 1467865544 <=> 1 1467865563 + 1 1468169329
2786315280	1 1467881024 + 1 1467865544 <=> 1 1467865563 + 1 1467951881
2786315408	1 1467881010 + 1 1467865544 <=> 1 1467865563 + 1 1467951881
2786315924	1 1468091814 + 1 1467865544 <=> 1 1467865563 + 1 1468036822
2786316568	1 1468308114 + 1 1467865544 <=> 1 1467865563 + 1 1468332750
2786316832	1 1467881024 + 1 1467865544 <=> 1 1467865563 + 1 1467979199
2786317801	1 1467872558 + 1 1467865544 <=> 1 1467865563 + 1 1467872180
2786317901	1 1467959670 + 1 1467865544 <=> 1 1467865563 + 1 1468020777
2786317999	1 1467874223 + 1 1467865544 <=> 1 1467865563 + 1 1467872719
2786318039	1 1467896227 + 1 1467879801 + 1 1467865544 <=> 1 1467865563 + 1 1468011372
2786318261	1 1467974866 + 1 1467879801 + 1 1467865544 <=> 1 1467865563 + 1 1467917733
2786318749	1 1468659564 + 1 1467879801 + 1 1467865544 <=> 1 1467865563 + 1 1467917714
2786319027	1 1467951881 + 1 1467879801 + 1 1467865544 <=> 1 1467865563 + 1 1467975299
2786319057	1 1467979199 + 1 1467879801 + 1 1467865544 <=> 1 1467865563 + 1 1467975299
2786319085	1 1467881010 + 1 1467879801 + 1 1467865544 <=> 1 1467865563 + 1 1467975299
2786319113	1 1468020777 + 1 1467879801 + 1 1467865544 <=> 1 1467865563 + 1 1469355138
2786319281	1 1468659564 + 1 1467879801 + 1 1467865544 <=> 1 1467865563 + 1 1467873776
2786319309	1 1468659564 + 1 1467879801 + 1 1467865544 <=> 1 1467865563 + 1 1467917697
2786319337	1 1468659564 + 1 1467879801 + 1 1467865544 <=> 1 1467865563 + 1 1467881851
2786319709	1 1467879801 + 1 1467872719 + 1 1467865544 <=> 1 1467865563 + 1 1467917646
2786319784	1 1467881010 + 1 1467879801 + 1 1467865544 <=> 1 1467865563 + 1 1467881636
2786319840	1 1468044432 + 1 1467879801 + 1 1467865544 <=> 1 1467865563 + 1 1468011372
2786319868	1 1468044558 + 1 1467879801 + 1 1467865544 <=> 1 1467865563 + 1 1468011372
2786322196	1 1569580795 + 1 1467865563 <=> 1 1467865544 + 1 1467895264
2786322418	1 1467867529 + 1 1467865544 <=> 1 1467865563 + 1 1467896824
2786322442	1 1467892046 + 1 1467865563 <=> 1 1467865544 + 1 1467873168
2786323264	1 1467919694 + 1 1467865544 <=> 1 1467865563 + 1 1467919684
2786323360	1 1467900284 + 1 1467865563 <=> 1 1467865544 + 1 1467868279
2786324127	1 1468046632 + 1 1467865563 <=> 1 1467865544 + 1 1467907251
2786324954	1 1467870302 + 1 1467865544 <=> 1 1467865563 + 1 1467867163
2786325907	1 1467990593 + 1 1467879801 + 1 1467865544 <=> 1 1467865563 + 1 1467867945
2786325967	1 1467901155 + 1 1467865544 <=> 1 1467865563 + 1 1467868175
2786327876	1 1467868613 + 1 1467865563 <=> 1 1467865544 + 1 1467876642
2786328087	1 1467872290 + 1 1467865544 <=> 1 1467865563 + 1 1467990593
2786328135	1 1467880176 + 1 1467865544 <=> 1 1467865563 + 1 1467974866
2786328905	1 1467869957 + 1 1467865652 + 1 1467865544 <=> 1 1467865563 + 1 1467873516
2786329292	1 1467923876 + 1 1467865544 <=> 1 1467865563 + 1 1467923888
2786332066	1 1467970607 + 1 1467865563 <=> 1 1467865544 + 1 1467980943
2786336208	1 1467871664 + 1 1467865544 <=> 1 1467865563 + 1 1467885566
2786336321	1 1467970739 + 1 1467879801 + 1 1467865544 <=> 1 1467865563 + 1 1467871653
2786341866	1 1467870817 + 1 1467865652 + 1 1467865544 <=> 1 1467865563 + 1 1467875034
2786346070	1 1467879801 + 1 1467866580 + 1 1467865544 <=> 1 1467865563 + 1 1467867780 + 1 1467879874
2786346888	1 1467970452 + 1 1467879801 + 1 1467865544 <=> 1 1467865563 + 1 1467868222
2786348201	1 1467868103 + 1 1467865544 <=> 1 1467865563 + 1 1468048644
2786348688	1 1467869652 + 1 1467865544 <=> 1 1467865563 + 1 1468097103
2786351831	1 1467895763 + 1 1467865544 <=> 1 1467865563 + 1 1467865667 + 1 1467867028
2786353827	1 1468582234 + 1 1467879801 + 1 1467865610 + 2 1467865544 <=> 2 1467865563 + 1 1467865667 + 1 1467873865
2786354524	1 1467914313 + 1 1467865544 <=> 1 1467865563 + 1 1467914323
2786358879	1 1467868279 + 1 1467865544 <=> 1 1467865563 + 1 1467902395
2786358947	1 1467866388 + 1 1467865544 <=> 1 1467865563 + 1 1467974152
2786359708	1 1467900157 + 1 1467865544 <=> 1 1467865563 + 1 1467875820
2786363293	1 1468014386 + 1 1467879801 + 1 1467865544 <=> 1 1467865563 + 1 1467894744
2786364194	1 1467879801 + 1 1467866388 + 1 1467865544 <=> 1 1467865563 + 1 1467867813 + 1 1467879874
1569753852	1 1467865544 <=> 1 1469442031 + 1 1467867595 + 1 1467982584
1569869460	1 1468358150 + 1 1469442031 + 1 1467865610 <=> 1 1467865544 + 1 1467865888
1569884003	1 1468358166 + 1 1469442031 + 1 1467865610 <=> 1 1467865544 + 1 1467865888
1569899255	1 1467866345 + 1 1467865544 <=> 1 1469442031 + 1 1467867595 + 1 1467878676
1569906523	1 1467869250 + 1 1467865544 <=> 1 1467865592 + 1 1469442031 + 1 1467870093
1569919066	1 1467871146 + 1 1467865544 <=> 1 1467865592 + 1 1469442031 + 1 1467870119
1570018094	1 1467866127 + 1 1467865544 <=> 1 1467865592 + 1 1467865994 + 1 1469442031
1570018564	1 1467867300 + 1 1467865544 <=> 1 1467865592 + 1 1469442031 + 1 1467868301
1570018750	1 1467871133 + 1 1467865544 <=> 1 1467865592 + 1 1469442031 + 1 1467873724
2593044036	1 1467865544 <=> 1 1469442031 + 1 1468358166
2593044046	1 1467865544 <=> 1 1469442031 + 1 1468358150
1569657947	1 1467914015 + 1 1467865652 <=> 1 1467865783 + 1 1467865841
1569657972	2 1467865841 <=> 1 1467865652 + 1 1467869780
1569658191	1 1467865856 + 1 1467865841 <=> 1 1467865652 + 1 1467872933
1569659310	1 1467866026 + 1 1467865841 <=> 1 1467865652 + 1 1467894577
1569659503	1 1467866080 + 1 1467865841 <=> 1 1467865652 + 1 1467895428
1569660343	1 1467866192 + 1 1467865841 <=> 1 1467865652 + 1 1467877141
1569661528	1 1467866388 + 1 1467865841 <=> 1 1467865652 + 1 1467876560
1569665302	1 1467866871 + 1 1467865841 <=> 1 1467865652 + 1 1467895458
1569667728	1 1467867342 + 1 1467865841 <=> 1 1467865652 + 1 1467890812
1569668378	1 1467889321 + 1 1467865652 <=> 1 1467865841 + 1 1467867437 + 1 1467879801
1569672053	1 1467868016 + 1 1467865841 <=> 1 1467865652 + 1 1467886446
1569674317	1 1467869044 + 1 1467865841 <=> 1 1467865652 + 1 1467877450
1569674600	1 1467869128 + 1 1467865841 <=> 1 1467865652 + 1 1467900000
1569676905	1 1467869989 + 1 1467865841 <=> 1 1467865652 + 1 1467870068
1569680083	1 1467869297 + 1 1467865841 <=> 1 1467865652 + 1 1467927844
1569681038	1 1467866565 + 1 1467865841 <=> 1 1467865652 + 1 1467893972
1569684006	1 1467914186 + 1 1467865872 + 1 1467865652 <=> 1 1467865841 + 1 1467865856 + 1 1467873553
1569685133	1 1467874480 + 1 1467865841 <=> 1 1467865652 + 1 1467876547
1569687556	1 1467877018 + 1 1467865841 <=> 1 1467865652 + 1 1467899590
1569727640	1 1468008821 + 1 1467865652 <=> 1 1467865841 + 1 1467878105
1569748691	1 1467901797 + 1 1467865841 <=> 1 1467865652 + 1 1467914186
1569749794	1 1467866885 + 1 1467865841 <=> 1 1467865652 + 1 1467868692 + 1 1467870978
1569752409	1 1467872290 + 1 1467865841 <=> 1 1467865652 + 1 1468002062
1569752680	1 1467879801 + 1 1467867780 + 1 1467865841 <=> 1 1467865652 + 1 1468046926
1569759608	1 1467867028 + 1 1467865841 <=> 1 1467865652 + 1 1468049173
1569802657	1 1467866565 + 1 1467865841 <=> 1 1467865652 + 1 1469442031 + 1 1467893972
1569815657	1 1467869584 + 1 1467865841 <=> 1 1467865652 + 1 1469442031 + 1 1467872821
1569815703	1 1467869584 + 1 1467865841 <=> 1 1467865652 + 1 1469442031 + 1 1467877028
1569816073	1 1467866192 + 1 1467865841 <=> 1 1467865652 + 1 1469442031 + 1 1467877141
1569837128	1 1467869584 + 1 1467865841 <=> 1 1467865652 + 1 1467872821
1569838226	1 1467865856 + 1 1467865841 <=> 1 1467865652 + 1 1469442031 + 1 1467872933
1569839751	1 1467867342 + 1 1467865841 <=> 1 1467865652 + 1 1469442031 + 1 1467890812
1569839828	1 1467874480 + 1 1467865841 <=> 1 1467865652 + 1 1469442031 + 1 1467876547
1569844757	1 1467866980 + 1 1467865841 <=> 1 1467865652 + 1 1467916771
1569845204	1 1467901797 + 1 1467865841 <=> 1 1467865652 + 1 1469442031 + 1 1467914186
1569848250	1 1467865936 + 1 1467865841 <=> 1 1467865652 + 1 1467890370
1569853514	1 1467874158 + 1 1467865841 <=> 1 1467865652 + 1 1469442031 + 1 1467889755
1569857593	1 1467874158 + 1 1467865841 <=> 1 1467865652 + 1 1467889755
1569879299	1 1468341784 + 1 1467865652 <=> 1 1467865841 + 1 1468341792
1569898337	1 1467866080 + 1 1467865841 <=> 1 1467865652 + 1 1468089655
1569907295	1 1467866080 + 1 1467865841 <=> 1 1467865652 + 1 1469442031 + 1 1468089655
1569951679	1 1467895906 + 2 1469442031 + 2 1467865652 <=> 2 1467865841 + 1 1467874158
1569953880	1 1467868061 + 1 1467865652 <=> 1 1467865841 + 1 1467866026 + 1 1469444647
1570031000	1 1467869221 + 1 1467866388 + 1 1467865841 <=> 1 1467865652 + 1 1467865967 + 1 1467866836
1570031122	1 1467869989 + 1 1467865841 <=> 1 1467865652 + 1 1469442031 + 1 1467870068
1736302321	1 1467881882 + 1 1467865652 <=> 1 1467865841 + 1 1467911235
1737213387	1 1467879139 + 1 1467865652 <=> 1 1467865841 + 1 1467878310
1737233122	1 1467877028 + 1 1467865652 <=> 1 1467865841 + 1 1467869584
2592790109	1 1467867671 + 1 1467865652 <=> 1 1467865841 + 1 1467866007 + 1 1467879801
2592803196	1 1467870052 + 1 1467865652 <=> 1 1467865841 + 1 1467869780 + 1 1467879801
2592886189	2 1467867437 + 2 1469442031 + 1 1467865841 + 1 1467865667 <=> 1 1467865652 + 1 1467865812 + 2 1467867437
2593035395	1 1467866112 + 1 1467865841 <=> 1 1467865652 + 1 1469301001
2593081702	2 1467874158 + 3 1467865841 <=> 3 1467865652 + 1 1467889755 + 1 1467895906
2678591237	1 1467920378 + 1 1467865652 <=> 1 1467865841 + 1 1469262794
2721019628	1 1468163131 + 1 1467865652 <=> 1 1467865841 + 1 1467872398
2774361362	1 1467914186 + 1 1469442031 + 1 1467865872 + 1 1467865652 <=> 1 1467865841 + 1 1467865856 + 1 1467873553
2786226079	1 1467867437 + 1 1467865841 + 1 1467865667 <=> 1 1467865652 + 1 1467865812 + 1 1467867437
2786240672	1 1467874158 + 2 1467865841 <=> 2 1467865652 + 1 1467895906
2786331423	1 1467866885 + 1 1467865841 <=> 1 1467865652 + 1 1467870978 + 1 1468197202
2788260825	1 1467865841 + 1 1467865812 <=> 1 1467865652 + 1 348277775
2797122404	1 1467874758 + 1 1467865841 <=> 1 1467865652 + 1 98371333
2600484417	1 1467959670 + 1 1467865610 <=> 1 1467866648 + 1 1467874207
1570029257	1 1467879874 + 1 1467879774 + 1 1467866648 <=> 1 1469442031 + 1 1467879801 + 1 1467911711
2592799334	1 1467879801 + 1 1467878992 <=> 1 1467866778 + 1 1467868075
2594272120	1 1468313457 + 1 1467879801 <=> 1 1467865636 + 1 1467986186
1569859568	1 1467900641 + 1 1467867611 <=> 1 1467865652 + 1 1468097914
1569862691	1 1467899329 + 1 1467867611 <=> 1 1467865652 + 1 1468291257
1569874047	1 1468181808 + 1 1467867611 <=> 1 1467865652 + 1 1467986477
2593614476	1 1469360212 + 1 1467865652 <=> 1 1467867611 + 1 1469417723
1569870073	1 1467878601 + 1 1467874982 <=> 1 1469442031 + 1 1467868847 + 1 1468308186
1569870385	1 1467898626 + 1 1467874982 <=> 1 1469442031 + 1 1467881276 + 1 1468308186
1569856672	1 1468266440 + 1 1469442031 + 1 1467866388 <=> 1 1467865652 + 1 1467865667 + 1 1468266448
1569913517	1 1467877338 + 1 1469442031 + 1 1467866080 <=> 1 1467865652 + 1 1467865667 + 1 1467877590
1569949512	1 1467888318 + 1 1467865652 <=> 1 1467865667 + 1 1469442031 + 1 1467919717
2592914403	2 1467867437 + 1 1467867437 + 1 1467865652 <=> 1 1467865667 + 1 1469442031 + 2 1467867437 + 1 1467872984
2592920690	1 1467868629 + 2 1467867437 + 1 1467865652 <=> 1 1467865667 + 1 1469442031 + 2 1467867437 + 1 1467892444
2592920710	1 1467873396 + 2 1467867437 + 1 1467865652 <=> 1 1467865667 + 1 1469442031 + 2 1467867437 + 1 1467877057
2592989096	1 1467867437 + 1 1467865652 <=> 1 1467865667 + 1 1469442031 + 1 1467872984
2593001977	1 1467868629 + 1 1467865652 <=> 1 1467865667 + 1 1469442031 + 1 1467892444
2593001993	1 1467873396 + 1 1467865652 <=> 1 1467865667 + 1 1469442031 + 1 1467877057
2593077473	1 1467869763 + 1 1467865652 <=> 1 1467865667 + 2 1469442031 + 1 1468001838
2774370217	1 1467922942 + 1 1467865652 <=> 1 1469442031 + 1 1468054720
2774399874	1 1467880354 + 1 1467865652 <=> 1 1469442031 + 1 1467867373
1569671351	1 1467890488 + 1 1467879801 <=> 1 1467868103
1569659745	3 1467879801 + 1 1467866127 <=> 1 1467865687 + 1 1467866289 + 1 1467879639
1569660756	1 1467879801 + 1 1467877163 <=> 1 1467866192 + 1 1467866289
1569665509	1 1467879801 + 1 1467868643 <=> 1 1467866289 + 1 1467866885
1569666017	1 1467911171 + 1 1467879801 <=> 1 1467866289 + 1 1467866980
1569723517	1 1468002518 + 1 1467879801 <=> 1 1467866289 + 1 1468002529
1569729302	1 1468002180 + 1 1467879801 + 1 1467865610 <=> 1 1467865667 + 1 1467866289 + 1 1467881870
1569750998	1 1467879801 + 1 1467866127 <=> 1 1467865687 + 1 1467866289 + 1 1468046313
1569762071	1 1467866522 + 1 1467866289 <=> 1 1467865667 + 1 1467871159 + 1 1467879801
1569892056	1 1467897743 + 1 1467879801 + 1 1467865610 <=> 1 1467866289 + 1 1467879874 + 1 1467910471
